Sent_id,sentence,term1,b1,e1,term2,b2,e2,cause sentence-relation score,sentence clarity,cause crowd training score for 0.1 neg/pos thresh,cause crowd training score for 0.2 neg/pos thresh,cause crowd training score for 0.3 neg/pos thresh,cause crowd training score for 0.4 neg/pos thresh,cause crowd training score for 0.5 neg/pos thresh,cause crowd training score for 0.6 neg/pos thresh,cause crowd training score for 0.7 neg/pos thresh,cause crowd training score for 0.8 neg/pos thresh,cause crowd training score for 0.9 neg/pos thresh,cause baseline training score,cause single training score,distant supervision term1,distant supervision term2,UMLS seed relation
900482,"Approximately 70% of patients with allergic conjunctivitis have an associated atopic disease, such as ALLERGIC RHINITIS asthma, or ATOPIC DERMATITIS.",ALLERGIC RHINITIS,102,118,ATOPIC DERMATITIS,131,148,0,0.9931270663,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,ALLERGIC RHINITIS,ATOPIC,RO-cause_of
900484,"In the last several years, CCBs have been linked with a distinct cutaneous subset in the LUPUS SPECTRUM SUBACUTE CUTANEOUS LUPUS ERYTHEMATOSUS (SCLE), and we describe a case induced by verapamil.",SUBACUTE CUTANEOUS LUPUS ERYTHEMATOSUS,104,141,LUPUS SPECTRUM,89,103,0.1825741858,0.7302967433,0.8637623643,-0.86306936065,-0.9087129071,-0.931534680325,-0.94522774426,-0.95435645355,-0.960876960185714,-0.9657673401625,-0.969570969033333,1,-1,SUBACUTE CUTANEOUS LUPUS ERYTHEMATOSUS,LUPUS,RO-cause_of
900492,It also allowed to predict the development of POSTTRAUMATIC EPILEPSY in individuals with CRANIOCEREBRAL TRAUMA in the past.,POSTTRAUMATIC EPILEPSY,46,67,CRANIOCEREBRAL TRAUMA,89,110,0.800640769,0.800640769,0.9667734615,0.9626201441875,0.957280164785714,0.95016019225,0.9401922307,0.925240288375,0.9003203845,0.85048057675,-0.866559871833333,1,-1,POSTTRAUMATIC EPILEPSY,CRANIOCEREBRAL TRAUMA,RO-cause_of
900498,"The types of malnutrition caused by DEFICIENCY and the most frequently encountered in the developing countries are PROTEIN CALORIE MALNUTRITION avitaminoses, and mineral and iron deficiencies.",PROTEIN CALORIE MALNUTRITION,115,143,DEFICIENCY,36,46,0.9116846117,0.9116846117,0.985280768616667,0.98344086469375,0.981075273935714,0.977921152925,0.97350538351,0.9668817293875,0.95584230585,0.933763458775,0.86752691755,1,-1,PROTEIN CALORIE MALNUTRITION,DEFICIENCY,RO-cause_of
901070,"When patients receive long term treatment with warfarin, pregnancy should be avoided or planned, and WARFARIN should be discontinued before conception or as soon as PREGNANCY is confirmed and before 6 weeks' gestation.",PREGNANCY,165,173,WARFARIN,101,109,0,0.9284766909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,PREGNANCY,WARFARIN,RO-contraindicated_drug
901169,"106 ,   b   Advise such women that the vaccine should only be used during PREGNANCY in rare circumstances and that efforts should be made to postpone travel to YELLOW FEVER endemic areas until after delivery.",YELLOW FEVER,160,171,PREGNANCY,74,83,0.5,0.75,0.916666666666667,0.90625,0.892857142857143,0.875,0.85,-0.875,-0.892857142857143,-0.90625,-0.916666666666667,-1,-1,YELLOW FEVER,PREGNANCY,RO-contraindicated_drug
901227,A high intake of iron is harmful for patients with HEMOCHROMATOSIS and for others at risk for IRON overload.,HEMOCHROMATOSIS,51,65,IRON,94,98,0.6974858325,0.6974858325,0.949580972083333,0.94327859359375,0.935175535535714,0.924371458125,0.90924574975,0.8865571871875,-0.850538750178571,-0.86922140640625,-0.88375236125,-1,1,HEMOCHROMATOSIS,IRON,RO-contraindicated_drug
901253,Fetal warfarin syndrome (FWS) or warfarin (coumadin) embryopathy is a rare condition as a result of fetal exposure to maternal ingestion of WARFARIN during PREGNANCY,WARFARIN,140,147,PREGNANCY,156,165,0.8551861105,0.8551861105,0.97586435175,0.97284739571875,0.96896845225,0.963796527625,0.95655583315,0.9456947914375,0.92759305525,0.891389582875,-0.857468981583333,-1,1,WARFARIN,PREGNANCY,RO-contraindicated_drug
901288,"B]  Specific Recommendation: ? Review the list of medications that should be discontinued before conception: ? Isotretinoin ? Methotrexate ? Thalidomide ? DES ? Misoprostol ? Penicillamine ? Gold ? Etretinate or acitretin ? Review the list of medications that should be discontinued immediately with diagnosis of pregnancy and substituted with alternatives preferred in PREGNANCY ? ACE inhibitors ? TETRACYCLINE ? Coumadin ? Methimazole ? Trimethadione  Rationale: ? These are all medications with known teratogenic effects used for nonessential indications (e.g., acne) or for which there are safer alternatives in pregnancy.",TETRACYCLINE,399,410,PREGNANCY,370,378,0.1643989873,0.8219949365,0.86073316455,-0.876700759525,-0.91780050635,-0.9383503797625,-0.95068030381,-0.958900253175,-0.964771645578571,-0.96917518988125,-0.972600168783333,-1,-1,TETRACYCLINE,PREGNANCY,RO-contraindicated_drug
901397,Discontinue LEFLUNOMIDE if the drug is administered inadvertently during PREGNANCY or if the patient becomes pregnant while receiving the drug.,PREGNANCY,73,81,LEFLUNOMIDE,12,23,0.2857142857,0.8571428571,0.88095238095,0.86607142856875,-0.85714285715,-0.8928571428625,-0.91428571429,-0.928571428575,-0.938775510207143,-0.94642857143125,-0.952380952383333,-1,-1,PREGNANCY,LEFLUNOMIDE,RO-contraindicated_drug
901494,"?  If PREGNANCY is detected, discontinue CAPTOPRIL as soon as possible.",CAPTOPRIL,41,49,PREGNANCY,6,15,0.1386750491,0.9707253434,0.856445841516667,-0.895993713175,-0.93066247545,-0.9479968565875,-0.95839748527,-0.965331237725,-0.97028391805,-0.97399842829375,-0.976887491816667,-1,-1,CAPTOPRIL,PREGNANCY,RO-contraindicated_drug
901539,Thrombocytosis is caused by three major pathophysiological mechanisms: (1) reactive or secondary thrombocytosis; (2) familial thrombocytosis; and (3) CLONAL THROMBOCYTOSIS including ESSENTIAL THROMBOCYTHEMIA and related myeloproliferative disorders.,CLONAL THROMBOCYTOSIS,150,170,ESSENTIAL THROMBOCYTHEMIA,182,207,0.1259881577,0.755928946,0.854331359616667,-0.905508881725,-0.93700592115,-0.9527544408625,-0.96220355269,-0.968502960575,-0.973002537635714,-0.97637722043125,-0.979001973716667,1,-1,THROMBOCYTOSIS,ESSENTIAL THROMBOCYTHEMIA,RO-disease_has_finding
901546,ACUTE MYELOFIBROSIS (AM) or malignant myelosclerosis is a myeloprofilerative syndrome in which BONE MARROW FIBROSIS is associated with a proliferation of immature myeloid cells,BONE MARROW FIBROSIS,95,115,ACUTE MYELOFIBROSIS,0,19,0.8320502943,0.8320502943,0.972008382383333,0.96850943018125,0.96401077735,0.958012573575,0.94961508829,0.9370188603625,0.91602514715,0.874037720725,-0.86132495095,1,-1,BONE MARROW FIBROSIS,ACUTE MYELOFIBROSIS,RO-disease_has_finding
901550,"We describe a case of a 29 year old patient with a history of INFECTIOUS MONONUCLEOSIS followed by FEVER weight loss, and splenomegaly.",FEVER,99,103,INFECTIOUS MONONUCLEOSIS,62,86,0.9701425001,0.9701425001,0.995023750016667,0.99440171876875,0.993601964307143,0.992535625025,0.99104275003,0.9888034375375,0.98507125005,0.977606875075,0.95521375015,1,1,FEVER,INFECTIOUS MONONUCLEOSIS,RO-disease_has_finding
901552,"A right hemicolectomy was performed, which revealed a TUBULOVILLOUS ADENOMA with HIGH GRADE DYSPLASIA located in the ascending colon, and a diffuse ischemic colitis.",HIGH GRADE DYSPLASIA,81,100,TUBULOVILLOUS ADENOMA,54,75,0.291729983,0.7293249575,0.881954997166667,0.8671993718125,-0.8541350085,-0.890601256375,-0.9124810051,-0.92706750425,-0.937486432214286,-0.9453006281875,-0.951378336166667,1,1,DYSPLASIA,TUBULOVILLOUS ADENOMA,RO-disease_has_finding
901556,Because histologically prominent MICROVASCULAR PROLIFERATION is frequently present in GLIOBLASTOMA MULTIFORME it has been hypothesized that this neoplasm is particularly dependent on neovascularization for its continued growth and that antiangiogenic therapy might be especially useful.,MICROVASCULAR PROLIFERATION,33,59,GLIOBLASTOMA MULTIFORME,86,109,0.762000762,0.762000762,0.960333460333333,0.955375142875,0.949000163285714,0.9405001905,0.9286002286,0.91075028575,0.881000381,-0.857124857125,-0.872999873,1,1,MICROVASCULAR PROLIFERATION,GLIOBLASTOMA,RO-disease_has_finding
901557,"In order to objectify the degree of dysplasia, results of nuclear and cellular morphometry were compared with assessed grades of DYSPLASIA in 32 COLORECTAL ADENOMATOUS POLYPS",COLORECTAL ADENOMATOUS POLYPS,145,174,DYSPLASIA,129,137,0.7302967433,0.7302967433,0.955049457216667,0.94943063936875,0.942206444992857,0.932574185825,0.91908902299,0.8988612787375,0.86514837165,-0.86306936063125,-0.878283876116667,1,-1,DYSPLASIA,COLORECTAL ADENOMATOUS POLYPS,RO-disease_has_finding
901570,"Renal infarction can be complicated by ARTERIAL HYPERTENSION, which is sometimes severe and may present as HYPERTENSIVE ENCEPHALOPATHY and epilepsy",HYPERTENSIVE ENCEPHALOPATHY,107,134,ARTERIAL HYPERTENSION,39,60,0.9113223769,0.9113223769,0.98522039615,0.98337294566875,0.980997652192857,0.977830594225,0.97339671307,0.9667458913375,0.95566118845,0.933491782675,0.86698356535,1,1,ARTERIAL HYPERTENSION,HYPERTENSIVE ENCEPHALOPATHY,RO-disease_has_finding
901577,MYELODYSPLASTIC SYNDROMES (MDS) are clonal myeloid disorders characterized by INEFFECTIVE HEMATOPOIESIS resulting in refractory cytopenias,INEFFECTIVE HEMATOPOIESIS,78,103,MYELODYSPLASTIC SYNDROMES,0,25,0.9938837347,0.9938837347,0.99898062245,0.99885320025625,0.998689371721429,0.998470933675,0.99816512041,0.9977064005125,0.99694186735,0.995412801025,0.99082560205,1,1,INEFFECTIVE HEMATOPOIESIS,MYELODYSPLASTIC SYNDROMES,RO-disease_has_finding
901588,The presence of MICROVASCULAR PROLIFERATION leads to the histological diagnosis of GLIOBLASTOMA MULTIFORME.,GLIOBLASTOMA MULTIFORME,83,106,MICROVASCULAR PROLIFERATION,16,42,0.8,0.8,0.966666666666667,0.9625,0.957142857142857,0.95,0.94,0.925,0.9,0.85,-0.866666666666667,1,-1,MICROVASCULAR PROLIFERATION,GLIOBLASTOMA,RO-disease_has_finding
901614,The material investigated consisted of two spleens resected at gastrectomy and one resected because of SPLENOMEGALY in a case of HAIRY CELL LEUKAEMIA,SPLENOMEGALY,103,115,HAIRY CELL LEUKAEMIA,129,149,0.9176629355,0.9176629355,0.986277155916667,0.98456180040625,0.982356343321429,0.979415733875,0.97529888065,0.9691236008125,0.95883146775,0.938247201625,0.87649440325,1,-1,SPLENOMEGALY,HAIRY CELL LEUKAEMIA,RO-disease_has_finding
901623,Headache may occasionally be caused by severe HYPERTENSION which may also lead to the rare syndrome of ACUTE HYPERTENSIVE ENCEPHALOPATHY,ACUTE HYPERTENSIVE ENCEPHALOPATHY,103,136,HYPERTENSION,46,57,0.9931270663,0.9931270663,0.99885451105,0.99871132493125,0.998527228492857,0.998281766575,0.99793811989,0.9974226498625,0.99656353315,0.994845299725,0.98969059945,1,-1,HYPERTENSION,HYPERTENSIVE ENCEPHALOPATHY,RO-disease_has_finding
901633,From these cases three conclusions have been drawn: it is reasonable to assume that renal lymphoma can be a PRIMARY LESION; almost all patients with primary RENAL LYMPHOMA will develop extrarenal lymphomatous disease shortly after diagnosis of their renal tumor; and survival for more than 1 year after diagnosis is rare.,PRIMARY LESION,108,121,RENAL LYMPHOMA,157,171,0.5222329679,0.6963106238,0.920372161316667,0.91041868148125,0.897621350264286,0.880558241975,0.85666989037,-0.869441758025,-0.88809293545,-0.90208131851875,-0.912961172016667,1,1,PRIMARY LESION,RENAL LYMPHOMA,RO-disease_has_finding
901643,OSTEOID OSTEOMAS are characterized clinically by a pattern of NOCTURNAL PAIN WHICH IS EXQUISITELY sensitive to salicylates.,NOCTURNAL PAIN WHICH IS EXQUISITELY,62,96,OSTEOID OSTEOMAS,0,16,0.979957887,0.979957887,0.996659647833333,0.9962421038125,0.9957052615,0.99498947175,0.9939873661,0.992484207625,0.9899789435,0.98496841525,0.9699368305,1,1,PAIN,OSTEOID OSTEOMAS,RO-disease_has_finding
901646,HYPERTENSIVE ENCEPHALOPATHY is associated with HYPERTENSION from any cause and may occur at any age.,HYPERTENSION,47,58,HYPERTENSIVE ENCEPHALOPATHY,0,27,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,HYPERTENSION,HYPERTENSIVE ENCEPHALOPATHY,RO-disease_has_finding
901662,DEDIFFERENTIATION of astrocytoma to GLIOBLASTOMA and the role of radiation therapy are discussed.,GLIOBLASTOMA,36,48,DEDIFFERENTIATION,0,16,0.3592106041,0.7184212081,0.89320176735,0.87985198826875,0.862687986592857,-0.8652960234625,-0.89223681877,-0.910197348975,-0.923026299121429,-0.93264801173125,-0.940131565983333,1,1,DEDIFFERENTIATION,GLIOBLASTOMA,RO-disease_has_finding
901673,"Diagnostics of the HIV Infection The clinical picture of an acute HIV infection resembles that of MONONUCLEOSIS with LYMPHADENOPATHY, fatigue and fever",LYMPHADENOPATHY,117,132,MONONUCLEOSIS,98,111,0.596284794,0.7453559925,0.932714132333333,0.924303398875,0.913489598714286,0.8990711985,0.8788854382,-0.8509288015,-0.872224687,-0.888196601125,-0.900619201,1,1,LYMPHADENOPATHY,MONONUCLEOSIS,RO-disease_has_finding
901675,"The MCCUNE-ALBRIGHT SYNDROME is characterized by cafe-au-lait spots, PRECOCIOUS PUBERTY and fibrous dysplasia",PRECOCIOUS PUBERTY,69,87,MCCUNE-ALBRIGHT SYNDROME,4,28,1,1,1,1,1,1,1,1,1,1,1,1,1,PRECOCIOUS PUBERTY,MCCUNE-ALBRIGHT SYNDROME,RO-disease_has_finding
901678,"Although such numbers represent only about 1% of the estimated 60 million Americans with HYPERTENSION, HYPERTENSIVE CRISIS often constitutes a major medical emergency, necessitating a focused, assertive, and reasoned therapeutic intervention",HYPERTENSIVE CRISIS,103,122,HYPERTENSION,89,101,0.8333333333,0.8333333333,0.972222222216667,0.96874999999375,0.964285714278571,0.958333333325,0.94999999999,0.9374999999875,0.91666666665,0.874999999975,-0.861111111116667,1,-1,HYPERTENSION,HYPERTENSIVE CRISIS,RO-disease_has_finding
901680,"We report a patient with FAMILIAL ADENOMATOUS POLYPOSIS who developed DYSPLASIA in a large exophytic hyperplastic gastric tumor that appeared to arise on a background of diffuse fundic gland polyposis and presented with anemia, hypoalbuminemia, and a protein-losing enteropathy",DYSPLASIA,70,79,FAMILIAL ADENOMATOUS POLYPOSIS,25,55,0.7682212796,0.7682212796,0.961370213266667,0.956541489925,0.950333131342857,0.9420553199,0.93046638388,0.91308297985,0.8841106398,-0.855958510075,-0.871963120066667,1,1,DYSPLASIA,FAMILIAL ADENOMATOUS POLYPOSIS,RO-disease_has_finding
901685,MYELODYSPLASTIC SYNDROMES (MDS) are a heterogeneous group of diseases characterized by INEFFECTIVE HEMATOPOIESIS presenting with peripheral cytopenias in combination with a hyperplastic bone marrow,INEFFECTIVE HEMATOPOIESIS,87,112,MYELODYSPLASTIC SYNDROMES,0,25,0.979957887,0.979957887,0.996659647833333,0.9962421038125,0.9957052615,0.99498947175,0.9939873661,0.992484207625,0.9899789435,0.98496841525,0.9699368305,1,1,INEFFECTIVE HEMATOPOIESIS,MYELODYSPLASTIC SYNDROMES,RO-disease_has_finding
901704,"MCCUNE-ALBRIGHT SYNDROME (MAS) is a rare disorder characterized by the classic triad of PRECOCIOUS PUBERTY, polyostotic fibrous dysplasia and caf????ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻯ٠٩ﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ?????ﻡ؟ﺵﻡ؟ﺵ??????ﻡ؟ﺵﻡ؟ﺵﻯ٠٩ﻡ؟ﺵ?ﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?????ﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵ????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ?????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ???????????ﻡ؟ﺵﻡ؟ﺵﻯ٠٩ﻡ؟ﺵ?ﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ??????ﻡ؟ﺵﻡ؟ﺵﻯ٠٩ﻡ؟ﺵ?ﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ?????ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ??ﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵﻯ٠٩ﻡ؟ﺵ?ﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ????ﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵ????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ?????ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻯ٠٩?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵ??ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??????ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻯ٠٩ﻡ؟ﺵ????ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??ﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ??ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??????????ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵ??ﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵﻯ٠٩ﻡ؟ﺵ?ﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ????ﻡ؟ﺵﻡ؟ﺵﻯ٠٩ﻡ؟ﺵ?ﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ????ﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵ????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ?????ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵ??ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??ﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻧ٤؛ﻡ؟ﺵ????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ??ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ?????ﻡ؟ﺵﻡ؟ﺵﻯ٠٩ﻡ؟ﺵ?ﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ????ﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵ????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ?????ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵ??ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??ﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??????ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵ??ﻡ؟ﺵﻯ٠٩?ﻡ؟ﺵﻡ؟ﺵ???ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?????ﻡ؟ﺵﻡ؟ﺵﻯ٠٩ﻡ؟ﺵ?ﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵ?ﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵﻡ؟ﺵ?t spots",PRECOCIOUS PUBERTY,88,106,MCCUNE-ALBRIGHT SYNDROME,0,24,0.979957887,0.979957887,0.996659647833333,0.9962421038125,0.9957052615,0.99498947175,0.9939873661,0.992484207625,0.9899789435,0.98496841525,0.9699368305,1,1,PRECOCIOUS PUBERTY,MCCUNE-ALBRIGHT SYNDROME,RO-disease_has_finding
901709,"Rarely, a patient with AML develops A SOLID MASS OF LEUKEMIA CELLS called a GRANULO CYTIC OR MYELOID SARCOMA (chloroma.",A SOLID MASS OF LEUKEMIA CELLS,36,66,GRANULO CYTIC OR MYELOID SARCOMA,76,108,0.2373563316,0.9494253266,0.872892721933333,0.857004312175,-0.8813218342,-0.91099137565,-0.92879310052,-0.9406609171,-0.949137928942857,-0.955495687825,-0.9604406114,1,-1,MASS,MYELOID SARCOMA,RO-disease_has_finding
901733,We report a case of SOMATOSTATINOMA with metastases and PSAMMOMA BODIES presenting with all three features of the syndrome in a patient with neurofibromatosis,PSAMMOMA BODIES,56,71,SOMATOSTATINOMA,20,35,0.3585685828,0.8366600265,0.8930947638,0.879731609275,0.8625504106,-0.86553678145,-0.89242942516,-0.9103578543,-0.923163875114286,-0.932768390725,-0.940238569533333,1,-1,PSAMMOMA BODIES,SOMATOSTATINOMA,RO-disease_has_finding
901735,"MYOSITIS OSSIFICANS PROGRESSIVA is an autosomal dominant disease resulting in PROGRESSIVE OSSIFICATION and skeletal deformities, mainly in the connective tissue of muscle.",PROGRESSIVE OSSIFICATION,78,101,MYOSITIS OSSIFICANS PROGRESSIVA,0,31,0.9970544855,0.9970544855,0.999509080916667,0.99944771603125,0.999368818321429,0.999263621375,0.99911634565,0.9988954320625,0.99852724275,0.997790864125,0.99558172825,1,1,OSSIFICATION,MYOSITIS OSSIFICANS PROGRESSIVA,RO-disease_has_finding
901737,Small cell lung CANCER (SCLC) manifests a number of NEUROENDOCRINE DIFFERENTIATION features and antigenic characteristics that distinguish the tumour from non small cell lung cancer (NSCLC.,NEUROENDOCRINE DIFFERENTIATION,52,81,CANCER (SCLC),16,29,0.9965457582,0.9965457582,0.999424293033333,0.9993523296625,0.999259805328572,0.99913643955,0.99896372746,0.998704659325,0.9982728791,0.99740931865,0.9948186373,1,1,NEUROENDOCRINE DIFFERENTIATION,SCLC,RO-disease_has_finding
901750,"Over the past 25 years, new understanding of the natural history of cervical epithelial neoplasia has defined the existence and importance of DYSPLASIA also termed CERVICAL INTRAEPITHELIAL NEOPLASIA (CIN), and more recently, its probable link to human papilloma virus (HPV.",DYSPLASIA,142,151,CERVICAL INTRAEPITHELIAL NEOPLASIA,164,198,0,0.91914503,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,DYSPLASIA,CERVICAL INTRAEPITHELIAL NEOPLASIA,RO-disease_has_finding
901779,MULTICENTRIC RETICULOHISTIOCYTOSIS (MR) is a SYSTEMIC DISEASE of unknown cause characterized by the presence of a heavy macrophage infiltrate in skin and synovial tissues and the development of an erosive polyarthritis,SYSTEMIC DISEASE,45,61,MULTICENTRIC RETICULOHISTIOCYTOSIS,0,34,0.4375949745,0.875189949,0.906265829083333,0.89454905771875,0.879484637392857,0.859398743625,-0.86872150765,-0.890601256375,-0.906229648321428,-0.91795094228125,-0.92706750425,1,-1,SYSTEMIC DISEASE,MULTICENTRIC RETICULOHISTIOCYTOSIS,RO-disease_has_finding
