Sent_id,relation,sentence_relation_score,crowd,baseline,expert,test_partition,term1,b1,e1,term2,b2,e2,sentence,term1_UMLS,term2_UMLS,UMLS_seed_relation
224860,treat,0.9965457582,0.9965457582,1,NA,NA,OSTEOPOROSIS,133,145,BISPHOSPHONATE,101,115,"Pamidronic acid or pamidronate disodium , pamidronate disodium pentahydrate is a nitrogen containing BISPHOSPHONATE, used to prevent OSTEOPOROSIS.",OSTEOPOROSIS,BISPHOSPHONATE,may treat
224864,treat,0,-1,1,NA,NA,DIARRHEA,117,125,SAQUINAVIR,38,48,"The most frequent adverse events with SAQUINAVIR in either formulation are mild gastrointestinal symptoms, including DIARRHEA, nausea, loose stools & abdominal discomfort.",DIARRHEA,SAQUINAVIR,may treat
224873,treat,0,-1,1,NA,NA,MYOCARDIAL ISCHAEMIA,57,77,ISOPRENALINE,0,12,ISOPRENALINE should not be administered to patients with MYOCARDIAL ISCHAEMIA.,MYOCARDIAL ISCHAEMIA,ISOPRENALINE,may treat
224901,treat,0.105999788,-0.894000212,1,NA,NA,HPC,60,63,LACRISERT,0,9,"LACRISERT, manufactured by Aton Pharma, is a formulation of HPC used for artificial tears.",HPC,LACRISERT,may treat
224906,treat,0.9494253266,0.9494253266,1,NA,NA,KERATOCONJUNCTIVITIS SICCA,55,81,ARTIFICIAL TEAR,0,15,"ARTIFICIAL TEARs are a part of the topical therapy for KERATOCONJUNCTIVITIS SICCA for animals such as dogs, cats and horses.",KERATOCONJUNCTIVITIS SICCA,ARTIFICIAL TEAR,may treat
224914,treat,0,-1,1,NA,NA,DISORIENTATION,124,138,DELSYM,60,66,"Intentionally consuming more than the recommended dosage of DELSYM may result in euphoria, lack of coordination, apathy and DISORIENTATION.",DISORIENTATION,DELSYM,may treat
224926,treat,0,-1,1,NA,NA,STROKE,80,86,METHACHOLINE,7,19,"Use of METHACHOLINE, is contraindicated in patients with recent heart attack or STROKE, uncontrolled hypertension, known severe airway disease, or an aortic aneurysm.",STROKE,METHACHOLINE,may treat
224963,treat,0.9761870602,0.9761870602,1,NA,NA,ALZHEIMER DISEASE,109,126,VALSARTAN,8,17,title = VALSARTAN lowers brain beta-amyloid protein levels and improves spatial learning in a mouse model of ALZHEIMER DISEASE.,ALZHEIMER DISEASE,VALSARTAN,may treat
224968,treat,0.2443388887,-0.7556611113,1,NA,NA,MYOCARDIAL INFARCTION,66,87,CANDESARTAN,93,104,The CHARM-alternative trial showed a significant +52% increase in MYOCARDIAL INFARCTION with CANDESARTAN despite a reduction in blood pressure.,MYOCARDIAL INFARCTION,CANDESARTAN,may treat
224971,treat,0.9561828875,0.9561828875,1,NA,NA,IMPAIRED GLUCOSE TOLERANCE,17,43,VALSARTAN,45,54,"In patients with IMPAIRED GLUCOSE TOLERANCE, VALSARTAN may decrease the incidence of developing type 2 diabetes mellitus.",IMPAIRED GLUCOSE TOLERANCE,VALSARTAN,may treat
224973,treat,0.9494253266,0.9494253266,1,NA,NA,DIABETES,48,56,VALSARTAN,18,27,title = Effect of VALSARTAN on the incidence of DIABETES and cardiovascular events.,DIABETES,VALSARTAN,may treat
225107,treat,0.9918365981,0.9918365981,1,NA,NA,CULTURE PROVEN CANDIDEMIA,123,156,REGIMEN OF IV AMPHOTERICIN B,48,76,Voriconazole has proven to be as effective as a REGIMEN OF IV AMPHOTERICIN B followed by oral fluconazole in patients with CULTURE PROVEN CANDIDEMIA,CANDIDEMIA,AMPHOTERICIN B,may treat
225176,treat,0.979957887,0.979957887,1,NA,NA,FATIGUE,38,45,ANTIOXIDANT,9,20,It is an ANTIOXIDANT and helps reduce FATIGUE.,FATIGUE,ANTIOXIDANT,may treat
225185,treat,0.10976426,-0.89023574,1,NA,NA,SCHIZOPHRENIA,12,25,MOCLOBEMIDE THERAPY,47,66,Preexisting SCHIZOPHRENIA may exacerbate under MOCLOBEMIDE THERAPY .,SCHIZOPHRENIA,MOCLOBEMIDE,may treat
225186,treat,0,-1,1,NA,NA,VERTIGO,105,112,MOCLOBEMIDE,0,11,"MOCLOBEMIDE may impair the capability of the patient to drive or operate machinery, because it can cause VERTIGO, headache or rarely seizures.",VERTIGO,MOCLOBEMIDE,may treat
225189,treat,0,-1,1,NA,NA,FUNGEMIA,117,125,INFLIXIMAB,78,88,"Recently, it has been suggested the otherwise immunocompetent patients taking INFLIXIMAB may be at a higher risk for FUNGEMIA.",FUNGEMIA,INFLIXIMAB,may treat
225232,treat,0.1400280084,-0.8599719916,1,NA,NA,CARDIAC ARREST,76,90,ROPIVACAINE,0,11,"ROPIVACAINE was developed after bupivacaine was noted to be associated with CARDIAC ARREST, particularly in pregnant women.",CARDIAC ARREST,ROPIVACAINE,may treat
225291,treat,0,-1,1,NA,NA,PITUITARY TUMORS,13,29,GROWTH HORMONE,56,70,About 25% of PITUITARY TUMORS secrete growth hormone or GROWTH HORMONE and prolactin.,PITUITARY TUMOR,GROWTH HORMONE,may treat
225350,treat,0.0901669635,-0.9098330365,1,NA,NA,MEGACOLON,57,66,RISPERIDONE,0,11,"RISPERIDONE, an anti-psychotic medication, can result in MEGACOLON.",MEGACOLON,RISPERIDONE,may treat
225365,treat,0,-1,1,NA,NA,GASTRITIS,34,43,RIMADYL,14,21,Excess use of RIMADYL can lead to GASTRITIS and ulcer formation.,GASTRITIS,RIMADYL,may treat
225379,treat,0.9205746179,0.9205746179,1,NA,NA,TUMOR SHRINKING,73,88,CAFFEIC ACID PHENETHYL ESTER,33,61,"Caffeic acid and its derivative, CAFFEIC ACID PHENETHYL ESTER have shown TUMOR SHRINKING properties.",TUMOR,ESTER,may treat
225380,treat,0,-1,1,NA,NA,PROPOLIS FROM HONEYBEE HIVES,55,83,CAFFEIC ACID PHENETHYL ESTER,0,28,CAFFEIC ACID PHENETHYL ESTER is an active component of PROPOLIS FROM HONEYBEE HIVES.,HIVE,CAFFEIC ACID,may treat
225382,treat,0.1166423687,-0.8833576313,1,NA,NA,DNA DAMAGE,40,50,ROS,0,3,"ROS and free radicals are implicated in DNA DAMAGE cancer, accelerated cell aging.",DNA DAMAGE,ROS,may treat
225388,treat,0.5698028823,0.5698028823,1,NA,NA,LARGE BOWEL CARCINOGENESIS,67,101,RICE GERM,54,63,# Chemopreventive effects of ferulic acid on oral and RICE GERM on LARGE BOWEL CARCINOGENESIS,CARCINOGENESIS,RICE GERM,may treat
300281,treat,0,-1,-1,NA,NA,BONE MARROW,4,15,CHRONIC MYELOID LEUKAEMIA,64,89,The BONE MARROW of patients suffering from the chronic phase of CHRONIC MYELOID LEUKAEMIA without a large increase in the granulocyte to erythroid ratio provided erythroblasts for computer-assisted image density measurements of RNA in nucleoli and cytoplasm at the single cell level,BONE MARROW,CHRONIC MYELOID LEUKAEMIA,has finding site
300339,treat,0.127000127,-0.872999873,-1,NA,NA,BONE MARROW,12,23,CHRONIC MYELOID LEUKEMIA,56,80,"We analysed BONE MARROW obtained from two patients with CHRONIC MYELOID LEUKEMIA , seven patients with other myeloproliferative diseases and four patients with acute myeloid leukemia (AML",BONE MARROW,CHRONIC MYELOID LEUKEMIA,has finding site
300612,treat,0,-1,-1,NA,NA,MACULA,100,106,SUDDEN LOSS OF VISION,19,40,Gastroenterology . SUDDEN LOSS OF VISION associated with hemorrhages confined to the optic disk and MACULA in acute pancreatitis,MACULA,SUDDEN LOSS OF VISION,has finding site
400006,treat,0,-1,-1,NA,NA,DIABETIC NEUROPATHY,0,19,DIABETES MELLITUS,47,64,"DIABETIC NEUROPATHY is common in patients with DIABETES MELLITUS, and 7.5% of diabetics experience pain from diabetic neuropathy",DIABETIC NEUROPATHY,DIABETES MELLITUS,cause of
400007,treat,0,-1,-1,NA,NA,IRON DEFICIENCY ANEMIA,78,100,IRON DEFICIENCY,40,55,"There are many different reasons for an IRON DEFICIENCY, which can lead to an IRON DEFICIENCY ANEMIA and can be treated by iron-containing drugs",IRON DEFICIENCY ANEMIA,IRON DEFICIENCY,cause of
400021,treat,0,-1,-1,NA,NA,INTERMEDIATE SYNDROME,4,25,ORGANOPHOSPHATE POISONING,29,54,The INTERMEDIATE SYNDROME of ORGANOPHOSPHATE POISONING arises in the time interval between the acute cholinergic crisis of fasciculations and muscle weakness and the delayed neuropathy attributed to inhibition of the neuropathy target esterase,INTERMEDIATE SYNDROME,ORGANOPHOSPHATE POISONING,cause of
400023,treat,0.2626128657,-0.7373871343,-1,NA,NA,PARANEOPLASTIC NEUROPATHIES,117,144,CANCER,169,183,The findings observed in taxol-induced neuropathy are important to document for comparison with other neoplastic and PARANEOPLASTIC NEUROPATHIES affecting patients with CANCER,PARANEOPLASTIC NEUROPATHIES,CANCER,cause of
400031,treat,0,-1,-1,NA,NA,DIABETIC KETOACIDOSIS,12,33,DIABETES,90,98,We describe DIABETIC KETOACIDOSIS and transient severe insulin resistance in a woman with DIABETES who was treated with subcutaneous terbutaline infusion,DIABETIC KETOACIDOSIS,DIABETES,cause of
400036,treat,0,-1,-1,NA,NA,MELENA,93,99,GASTROINTESTINAL BLEEDING,26,51,We report a rare cause of GASTROINTESTINAL BLEEDING in a 5-year-old boy with hematemesis and MELENA for a month,MELENA,GASTROINTESTINAL BLEEDING,cause of
400039,treat,0,-1,-1,NA,NA,RESPIRATORY ALKALOSIS,26,47,HYPERVENTILATION,51,67,"Causes  The main cause of RESPIRATORY ALKALOSIS is HYPERVENTILATION, resulting in a loss of carbon dioxide",RESPIRATORY ALKALOSIS,HYPERVENTILATION,cause of
400048,treat,0.090535746,-0.909464254,-1,NA,NA,VENOUS STASIS,227,248,VENOUS INSUFFICIENCY,170,190,Use of a superficial femoral vein in competent profunda vein transposition is appropriate in selected cases of Klippel-Trenaunay syndrome; this allows for improvement of VENOUS INSUFFICIENCY and relief of symptoms secondary to VENOUS STASIS,VENOUS STASIS,VENOUS INSUFFICIENCY,cause of
400075,treat,0,-1,-1,NA,NA,HYPERCAPNIC ACIDOSIS,96,116,VENTILATORY FAILURE,143,170,"During IRL the rate of rise of spontaneous diaphragm EMG increased, and there was a progressive HYPERCAPNIC ACIDOSIS and hypoxemia, indicating VENTILATORY FAILURE",HYPERCAPNIC ACIDOSIS,VENTILATORY FAILURE,cause of
400085,treat,0,-1,-1,NA,NA,SICKLE CELL NEPHROPATHY,86,117,SICKLE CELL DISEASE,24,43,Our study suggests that SICKLE CELL DISEASE produces similar lesions in patients with SICKLE CELL NEPHROPATHY,SICKLE CELL NEPHROPATHY,SICKLE CELL DISEASE,cause of
400087,treat,0.0944911183,-0.9055088817,-1,NA,NA,POSTTRAUMATIC EPILEPSY,194,224,HEAD INJURY,152,163,This randomized double-blind placebo-controlled study was undertaken in a series of 179 patients to determine whether phenytoin administered soon after HEAD INJURY lessens the incidence of late POSTTRAUMATIC EPILEPSY,POSTTRAUMATIC EPILEPSY,HEAD INJURY,cause of
400156,treat,0,-1,-1,NA,NA,AMNESIC SHELLFISH POISONING,54,81,DOMOIC ACID,14,25,"Production of DOMOIC ACID , the responsible toxin for AMNESIC SHELLFISH POISONING, was examined for 44 strains of Pseudo-nitzschia spp",AMNESIC SHELLFISH POISONING,DOMOIC ACID,cause of
400197,treat,0,-1,-1,NA,NA,EPIDEMIC MENINGITIS,180,199,MENINGOCOCCUS,158,171,"It follows, therefore, that whatever theoretical advantages might accrue from a bactericidal activity exerted by these chemicals independently of the type of MENINGOCOCCUS causing EPIDEMIC MENINGITIS, is more than offset by the harmful effects which they cause",EPIDEMIC MENINGITIS,MENINGOCOCCUS,cause of
400310,treat,0.5773502692,0.5773502692,-1,NA,NA,NICOTINE ADDICTION,79,105,NICOTINE,20,28,Vaccination against NICOTINE represents a promising novel concept for treating NICOTINE ADDICTION,NICOTINE ADDICTION,NICOTINE,cause of
400326,treat,0.0944911183,-0.9055088817,-1,NA,NA,TOBACCO DEPENDENCE,137,163,NICOTINE,125,133,The results of this study underscore the importance of both sensorimotor aspects of smoking and the pharmacologic effects of NICOTINE in TOBACCO DEPENDENCE,TOBACCO DEPENDENCE,NICOTINE,cause of
400543,treat,0,-1,-1,NA,NA,BRONCHOSPASM,68,88,NEURAMINIDASE INHIBITOR,15,38,Pharmacology . NEURAMINIDASE INHIBITOR for influenza that may cause BRONCHOSPASM,BRONCHOSPASM,NEURAMINIDASE INHIBITOR,cause of
400568,treat,0,-1,-1,NA,NA,INFECTION,29,38,RENAL INJURY,74,94,Nephrology . Mechanism of an INFECTION-associated glomerulonephritis and  RENAL INJURY,INFECTION,RENAL INJURY,cause of
400603,treat,0,-1,-1,NA,NA,ACUTE RENAL FAILURE,36,55,CRYOGLOBULINEMIA,63,87,Nephrology . Non-drug treatment for ACUTE RENAL FAILURE due to CRYOGLOBULINEMIA,ACUTE RENAL FAILURE,CRYOGLOBULINEMIA,cause of
400622,treat,0,-1,-1,NA,NA,AMENORRHEA,24,34,UTERINE SYNECHIAE,45,70,Gynecology . Eponym for AMENORRHEA caused by UTERINE SYNECHIAE,AMENORRHEA,UTERINE SYNECHIAE,cause of
400633,treat,0,-1,-1,NA,NA,RHABDOMYOLYSIS,71,93,STATIN,57,63,Emergency Medicine . Combining this class of drug with a STATIN causes RHABDOMYOLYSIS,RHABDOMYOLYSIS,STATIN,cause of
500002,treat,0,-1,-1,NA,NA,PREGNANCY,94,103,COCAINE,79,86,"Perhaps the sole, clinically reported, deficit in infants of women that abused COCAINE during PREGNANCY that persists through early childhood is that of an attentional disorder",PREGNANCY,COCAINE,contraindicated drug
500039,treat,0.9897433186,0.9897433186,-1,NA,NA,ERECTILE DYSFUNCTION,118,138,PAPAVERINE,87,97,"In our experience, E1-PG intracavernous injection has proven to be more effective than PAPAVERINE in the treatment of ERECTILE DYSFUNCTION and therefore, added to its safety and degree of acceptance, we consider it a first choice approach in the diagnosis and treatment of erectile dysfunction in males",ERECTILE DYSFUNCTION,PAPAVERINE,may diagnose
500044,treat,0.9610744623,0.9610744623,-1,NA,NA,PHEOCHROMOCYTOMA,189,205,PHENOXYBENZAMINE,125,141,"Although the study is not a prospective randomized trial, a retrospective review of patients managed with the combination of PHENOXYBENZAMINE and metyrosine suggests that surgery to resect PHEOCHROMOCYTOMA can be better performed with both drugs than with phenoxybenzamine alone",PHEOCHROMOCYTOMA,PHENOXYBENZAMINE,may diagnose
500046,treat,0,-1,-1,NA,NA,DEPRESSION,116,126,DEXAMETHASONE,185,198,"Impaired regulation of the hypothalamus-pituitary-adrenocortical system is a consistent finding among patients with DEPRESSION, which can be most sensitively detected with the combined DEXAMETHASONE /corticotrophin releasing hormone test",DEPRESSION,DEXAMETHASONE,may diagnose
500050,treat,0.6804138174,0.6804138174,-1,NA,NA,DEPRESSION,145,155,DEXAMETHASONE,52,65,"The aim of the present study was to investigate how DEXAMETHASONE, a synthetic glucocorticoid, and norepinephrine, both of which are involved in DEPRESSION, interact to affect aspects of neuronal plasticity",DEPRESSION,DEXAMETHASONE,may diagnose
500060,treat,0.0877058019,-0.9122941981,-1,NA,NA,VASOSPASTIC ANGINA,167,185,ERGONOVINE,206,224,"For clarification of the characteristic features of ventricular arrhythmias during acute myocardial ischemia, ventricular arrhythmias were studied in 81 patients with VASOSPASTIC ANGINA pectoris induced by ERGONOVINE",VASOSPASTIC ANGINA,ERGONOVINE,may diagnose
500074,treat,0,-1,-1,NA,NA,VASOSPASTIC ANGINA,108,134,ERGOMETRINE,70,81,The study was undertaken to examine the informative value of cold and ERGOMETRINE tests in the diagnosis of VASOSPASTIC ANGINA,VASOSPASTIC ANGINA,ERGOMETRINE,may diagnose
500084,treat,0.6246950476,0.6246950476,-1,NA,NA,DEPRESSION,297,307,DEXAMETHASONE,463,476,"Major findings were: the DST gradually normalized 3-4 weeks prior to full resolution of clinical symptomatology; weight loss was an important patient variable which may have contributed to false positive DST results; however, the positive correlation between changes in DST results and changes in DEPRESSION scores in all our patients with or without weight loss suggests that psychopathological factors other than weight change participate in the development of DEXAMETHASONE resistance in depression; the low dose version of the test requires careful control of minor medical disturbances",DEPRESSION,DEXAMETHASONE,may diagnose
500091,treat,0.1178511302,-0.8821488698,-1,NA,NA,BRONCHIAL HYPERREACTIVITY,264,289,METHACHOLINE,293,313,"Allergen intranasal challenge in OVA-sensitized mice induced LTB4 and LTC4 release into the airspace, widespread mucus occlusion of the airways, leukocytic infiltration of the airway tissue and broncho-alveolar lavage fluid that was predominantly eosinophils, and BRONCHIAL HYPERREACTIVITY to METHACHOLINE",BRONCHIAL HYPERREACTIVITY,METHACHOLINE,may diagnose
500116,treat,0.8017837257,0.8017837257,-1,NA,NA,VARIANT ANGINA,104,118,ERGONOVINE,55,65,The response of the coronary artery to a small dose of ERGONOVINE was observed in nine patients without VARIANT ANGINA and in 10 patients with variant angina,VARIANT ANGINA,ERGONOVINE,may diagnose
500137,treat,0.0766964989,-0.9233035011,-1,NA,NA,HYPERCORTISOLISM,239,255,DEXAMETHASONE,199,212,"The crucial points of the French consensus are: the usefulness of CT-scanning evaluation of adrenal incidentalomas, the systematic screening for pheochromocytoma, the usefulness of the 1mg overnight DEXAMETHASONE test to screen for latent HYPERCORTISOLISM, the difficulty to interpret mild biological abnormalities of the HPA axis, the consensus to remove surgically most of tumours greater than 4cm, the necessity to follow clinically glucorticoid tissular targets in the follow-up of non operated benign adrenocortical incidentalomas",HYPERCORTISOLISM,DEXAMETHASONE,may diagnose
500145,treat,0.9574271078,0.9574271078,-1,NA,NA,VARIANT ANGINA,26,40,ERGONOVINE,58,68,"However, in patients with VARIANT ANGINA, a small dose of ERGONOVINE produced a percentage of change in diameter of 39.8 +/- 15.3% at the site of spastic occlusion included by a larger dose of ergonovine, compared with that of 7.0 +/- 11.9% in the remaining non-spastic coronary arteries (p less than 0.05",VARIANT ANGINA,ERGONOVINE,may diagnose
500150,treat,0.1036951695,-0.8963048305,-1,NA,NA,MYASTHENIA GRAVIS,96,113,EDROPHONIUM,46,57,"However, equivocal results were obtained with EDROPHONIUM and EMG testing in some patients with MYASTHENIA GRAVIS and in patients with other diseases",MYASTHENIA GRAVIS,EDROPHONIUM,may diagnose
500153,treat,0.1091089451,-0.8908910549,-1,NA,NA,MALIGNANT HYPERTHERMIA,25,47,HALOTHANE,102,111,"Ten swine susceptible to MALIGNANT HYPERTHERMIA were triggered into MH episodes via the inhalation of HALOTHANE, and azumolene was effective in terminating all of the MH episodes",MALIGNANT HYPERTHERMIA,HALOTHANE,may diagnose
500174,treat,0,-1,-1,NA,NA,MALIGNANT HYPERTHERMIA SYNDROME,92,123,HALOTHANE,68,77,"At the end of the growth period, when the pigs were challenged with HALOTHANE to detect the MALIGNANT HYPERTHERMIA SYNDROME, 3 pigs were found to be susceptible",MALIGNANT HYPERTHERMIA SYNDROME,HALOTHANE,may diagnose
500182,treat,1,1,-1,NA,NA,MYASTHENIA GRAVIS,23,40,NEOSTIGMINE,84,95,"A 52 year old man with MYASTHENIA GRAVIS and normal liver function was treated with NEOSTIGMINE, prednisolone and azathioprine",MYASTHENIA GRAVIS,NEOSTIGMINE,may diagnose
500186,treat,0.9974586998,0.9974586998,-1,NA,NA,HYPERCORTISOLISM,4,20,METYRAPONE,41,51,The HYPERCORTISOLISM was controlled with METYRAPONE until elective delivery of the fetus by Caesarean section at 34 weeks gestation because of a decline in growth,HYPERCORTISOLISM,METYRAPONE,may diagnose
500219,treat,0.2800560168,-0.7199439832,-1,NA,NA,BRONCHIAL HYPERREACTIVITY,48,73,METHACHOLINE,77,89,All patients with red cedar asthma demonstrated BRONCHIAL HYPERREACTIVITY to METHACHOLINE to the same extent as patients with nonoccupational asthma,BRONCHIAL HYPERREACTIVITY,METHACHOLINE,may diagnose
500226,treat,0.3321819194,-0.6678180806,-1,NA,NA,THYROID DISORDERS,80,97,TRIIODOTHYRONINE,138,154,"The commonly used laboratory investigations for the diagnosis and management of THYROID DISORDERS are the thyroid hormones, thyroxine and TRIIODOTHYRONINE and the pituitary hormone, thyrotrophin (TSH",THYROID DISORDERS,TRIIODOTHYRONINE,may diagnose
500252,treat,0.9365858116,0.9365858116,-1,NA,NA,VASOSPASTIC ANGINA,132,150,ERGONOVINE,101,111,"To investigate the mechanism of coronary spasm, we compared the action of acetylcholine with that of ERGONOVINE in 11 patients with VASOSPASTIC ANGINA and in 15 patients with chest pain (group 2",VASOSPASTIC ANGINA,ERGONOVINE,may diagnose
500259,treat,0,-1,-1,NA,NA,BRONCHIAL HYPERREACTIVITY,153,186,METHACHOLINE,91,103,"Inhalative bronchial provocation tests with pharmacodynamic substances, such as histamine, METHACHOLINE or carbachol are performed to confirm or exclude BRONCHIAL HYPERREACTIVITY",BRONCHIAL HYPERREACTIVITY,METHACHOLINE,may diagnose
500264,treat,0.9128709292,0.9128709292,-1,NA,NA,VARIANT ANGINA,67,81,ERGONOVINE,112,122,It is concluded that ketanserin is of no value in the treatment of VARIANT ANGINA and that both spontaneous and ERGONOVINE-induced coronary spasm in man are unlikely to be mediated by a serotonergic mechanism,VARIANT ANGINA,ERGONOVINE,may diagnose
500268,treat,0.9949366763,0.9949366763,-1,NA,NA,DEPRESSION,70,80,DEXAMETHASONE,40,53,This study has shown that ibuprofen and DEXAMETHASONE can prevent the DEPRESSION of CR function caused by endotoxin but not the depression caused by the phagocytosis of EIgG,DEPRESSION,DEXAMETHASONE,may diagnose
500361,treat,0,-1,-1,NA,NA,HEMOPHAGOCYTOSIS,70,86,HEMOPHAGOCYTIC SYNDROME,106,129,Bone marrow aspiration showed the increase of mature histiocytes with HEMOPHAGOCYTOSIS and a diagnosis of HEMOPHAGOCYTIC SYNDROME was established,HEMOPHAGOCYTOSIS,HEMOPHAGOCYTIC SYNDROME,disease has finding
500374,treat,0,-1,-1,NA,NA,EOSINOPHILIA,112,124,HYPEREOSINOPHILIC SYNDROME,130,156,"For example, IL-4 and IL-5 has been revealed to play essential roles in IgE production in allergic diseases and EOSINOPHILIA in a HYPEREOSINOPHILIC SYNDROME, respectively",EOSINOPHILIA,HYPEREOSINOPHILIC SYNDROME,disease has finding
500415,treat,0,-1,-1,NA,NA,THROMBOCYTHAEMIA,21,37,ESSENTIAL THROMBOCYTHAEMIA,94,120,"Eleven patients with THROMBOCYTHAEMIA due to polycythaemia vera, chronic myeloid leukaemia or ESSENTIAL THROMBOCYTHAEMIA were treated with recombinant interferon-alpha 2C and complete remissions were achieved in 7 of the 8 evaluable patients",THROMBOCYTHAEMIA,ESSENTIAL THROMBOCYTHAEMIA,disease has finding
500420,treat,0,-1,-1,NA,NA,LYMPHADENOPATHY,117,132,MONONUCLEOSIS,98,111,"Diagnostics of the HIV Infection The clinical picture of an acute HIV infection resembles that of MONONUCLEOSIS with LYMPHADENOPATHY, fatigue and fever",LYMPHADENOPATHY,MONONUCLEOSIS,disease has finding
500424,treat,0,-1,-1,NA,NA,HYPERTENSION,89,101,HYPERTENSIVE CRISIS,103,122,"Although such numbers represent only about 1% of the estimated 60 million Americans with HYPERTENSION, HYPERTENSIVE CRISIS often constitutes a major medical emergency, necessitating a focused, assertive, and reasoned therapeutic intervention",HYPERTENSION,HYPERTENSIVE CRISIS,disease has finding
500425,treat,0,-1,-1,NA,NA,DYSPLASIA,70,79,FAMILIAL ADENOMATOUS POLYPOSIS,25,55,"We report a patient with FAMILIAL ADENOMATOUS POLYPOSIS who developed DYSPLASIA in a large exophytic hyperplastic gastric tumor that appeared to arise on a background of diffuse fundic gland polyposis and presented with anemia, hypoalbuminemia, and a protein-losing enteropathy",DYSPLASIA,FAMILIAL ADENOMATOUS POLYPOSIS,disease has finding
500468,treat,0,-1,-1,NA,NA,SPLENOMEGALY,214,226,MONONUCLEOSIS,149,162,"Presence of tender unilateral adenopathy and exudate is typical of streptococcal pharyngitis  Severe sore throat is evidence against influenza Acute MONONUCLEOSIS  Presence of elevated liver function test results, SPLENOMEGALY, and atypical lymphocytes on peripheral smear, positive monospot test Bacterial pneumonia  Classic association with pleuritic chest pain and productive sputum  Bacterial pneumonia may be concurrent with viral pneumonia or may occur up to 2 weeks after recovery from influenza Bacterial meningitis  In general, will present with clouded sensorium and prominent headache, but early presentation may be confused with influenza  Patients with influenza should have some improvement",SPLENOMEGALY,MONONUCLEOSIS,disease has finding
500477,treat,0,-1,-1,NA,NA,EOSINOPHILIA,80,92,EOSINOPHILIC LEUKEMIA,122,143,"Twelve of the PR8-inoculated cats developed viremia; 2 of the 12 cats developed EOSINOPHILIA, with 1 being diagnosed with EOSINOPHILIC LEUKEMIA and the other with extreme eosinophilic hyperplasia",EOSINOPHILIA,EOSINOPHILIC LEUKEMIA,disease has finding
500479,treat,0,-1,-1,NA,NA,PAIN,49,53,OSTEOID OSTEOMA,101,124,"A case is presented of an 8-year-old female with PAIN for over 10 months, eventually diagnosed as an OSTEOID OSTEOMA",PAIN,OSTEOID OSTEOMA,disease has finding
500505,treat,0,-1,-1,NA,NA,METASTATIC LESIONS,105,123,METASTATIC RENAL CELL CARCINOMA,35,66,We report on 4 of 91 patients with METASTATIC RENAL CELL CARCINOMA who had spontaneous regression of all METASTATIC LESIONS after cytoreductive nephrectomy,METASTATIC LESIONS,METASTATIC RENAL CELL CARCINOMA,disease has finding
500522,treat,0,-1,-1,NA,NA,DEDIFFERENTIATION,43,60,ANAPLASTIC ASTROCYTOMA,69,91,"Patients with hemispheric tumors died from DEDIFFERENTIATION into an ANAPLASTIC ASTROCYTOMA or a glioblastoma multiforme, with a median time to recurrence of 4.5 years from the original surgery",DEDIFFERENTIATION,ANAPLASTIC ASTROCYTOMA,disease has finding
500533,treat,0,-1,-1,NA,NA,INEFFECTIVE HEMATOPOIESIS,82,107,MYELODYSPLASTIC SYNDROMES,4,29,The MYELODYSPLASTIC SYNDROMES are a family of disorders that are characterized by INEFFECTIVE HEMATOPOIESIS and evolution to acute myelogenous leukemias that are strikingly refractory to current therapeutic approaches,INEFFECTIVE HEMATOPOIESIS,MYELODYSPLASTIC SYNDROMES,disease has finding
500536,treat,0,-1,-1,NA,NA,THROMBOCYTOSIS,33,47,ESSENTIAL THROMBOCYTHEMIA,75,100,"Rationale: ? Adequate control of THROMBOCYTOSIS in high-risk patients with ESSENTIAL THROMBOCYTHEMIA, a closely related myeloproliferative disorder, has been associated with a lower risk of thrombosis",THROMBOCYTOSIS,ESSENTIAL THROMBOCYTHEMIA,disease has finding
500538,treat,0,-1,-1,NA,NA,METASTATIC LESIONS,4,22,BONE MARROW METASTASES,59,81,"The METASTATIC LESIONS consisted of lymph node metastases, BONE MARROW METASTASES, and liver metastases",METASTATIC LESIONS,BONE MARROW METASTASES,disease has finding
500543,treat,0,-1,-1,NA,NA,INFILTRATIVE GROWTH,154,181,DEEP FIBROMATOSIS,109,126,Fibromatosis can be classified in two groups: Superficial fibromatosis without capacity for infiltration and DEEP FIBROMATOSIS with variable capacity for INFILTRATIVE GROWTH,INFILTRATIVE GROWTH,DEEP FIBROMATOSIS,disease has finding
500572,treat,0,-1,-1,NA,NA,ELEVATED PLATELET COUNT,23,46,ESSENTIAL THROMBOCYTHEMIA,93,118,"When accompanied by an ELEVATED PLATELET COUNT, these precursor stages may clinically mimick ESSENTIAL THROMBOCYTHEMIA because they are not recognized by the conventional criteria",ELEVATED PLATELET COUNT,ESSENTIAL THROMBOCYTHEMIA,disease has finding
500582,treat,0,-1,-1,NA,NA,PYREXIA,56,63,PHEOCHROMOCYTOMA,25,41,We report a patient with PHEOCHROMOCYTOMA who exhibited PYREXIA and marked inflammatory signs along with an elevated serum interleukin-6 level,PYREXIA,PHEOCHROMOCYTOMA,disease has finding
