Sent_id,sentence,term1,b1,e1,term2,b2,e2,senrel_score,crowd,baseline,single,expert,distant supervision term1,distant supervision term2,UMLS seed relation
901928,"Pathology showed inflammatory infiltrate in the absence of an infectious agent, EMPERIPOLESIS and a positive S100 stain was consistent with ROSAI-DORFMAN DISEASE",EMPERIPOLESIS,80,93,ROSAI-DORFMAN DISEASE,140,161,0.762000762,0.9286002286,1,-1,1,EMPERIPOLESIS,ROSAI-DORFMAN DISEASE,RO-disease_has_finding
901939,In the case of multiple BONE METASTASES the METASTATIC LESION OF THE SKULL was clearly demonstrated by Tl 201 but not by Ga 67.,METASTATIC LESION OF THE SKULL,44,73,BONE METASTASES,24,39,0.5656854249,0.8697056275,1,-1,1,METASTATIC LESION,BONE METASTASES,RO-disease_has_finding
901944,"In pediatric patients, CUTANEOUS INVOLVEMENT is most prevalent in the form of URTICARIA PIGMENTOSA which is typically asymptomatic or minimally so with resolution by adolescence.",CUTANEOUS INVOLVEMENT,23,43,URTICARIA PIGMENTOSA,78,98,0.6963106238,0.9088931871,1,1,1,CUTANEOUS INVOLVEMENT,URTICARIA PIGMENTOSA,RO-disease_has_finding
901949,Primary (ESSENTIAL THROMBOCYTHAEMIA (PT) is one of the forms of PRIMARY ACQUIRED THROMBOCYTOSES,(ESSENTIAL THROMBOCYTHAEMIA (PT),8,40,PRIMARY ACQUIRED THROMBOCYTOSES,64,95,0.6255432422,0.8876629727,1,-1,1,THROMBOCYTOSES,ESSENTIAL) THROMBOCYTHAEMIA,RO-disease_has_finding
901958,The histological finding of PSAMMOMA BODIES is important in the diagnosis of DUODENAL SOMATOSTATINOMAS,PSAMMOMA BODIES,28,42,DUODENAL SOMATOSTATINOMAS,77,102,0.4417261043,-0.8674821687,1,1,1,PSAMMOMA BODIES,SOMATOSTATINOMAS,RO-disease_has_finding
901960,"Alternatively, the disease may resemble INFECTIOUS MONONUCLEOSIS with FEVER, pharyngitis, hepatosplenomegaly, and adenopathy",FEVER,70,75,INFECTIOUS MONONUCLEOSIS,40,64,0.894427191,0.9683281573,1,1,1,FEVER,INFECTIOUS MONONUCLEOSIS,RO-disease_has_finding
901967,"CHRONIC NEUTROPHILIC LEUKAEMIA is a rare myeloproliferative disease characterised by SPLENOMEGALY sustained neutrophilia, raised vitamin B12 level and absence of the Philadelphia chromosome.",SPLENOMEGALY,85,96,CHRONIC NEUTROPHILIC LEUKAEMIA,0,30,0.9918365981,0.9975509794,1,-1,1,SPLENOMEGALY,CHRONIC NEUTROPHILIC LEUKAEMIA,RO-disease_has_finding
901968,The case is presented of a 49 year old female who had had chronic renal insufficiency and HYPERTENSION for several years and who developed a HYPERTENSIVE CRISIS after cessation of therapy with clonidine and nadolol.,HYPERTENSIVE CRISIS,141,160,HYPERTENSION,90,101,0.9594032236,0.9878209671,1,1,1,HYPERTENSION,HYPERTENSIVE CRISIS,RO-disease_has_finding
901970,The results of modern neuro oncology support the pathogenetic view that GLIOBLASTOMA results from neoplastic transformation of glial elements with continuing DEDIFFERENTIATION,DEDIFFERENTIATION,158,174,GLIOBLASTOMA,72,84,0.9045340337,0.9713602101,1,1,1,DEDIFFERENTIATION,GLIOBLASTOMA,RO-disease_has_finding
901971,"A VIRUS ASSOCIATED HEMOPHAGOCYTIC SYNDROME (VAHS) is a non neoplastic, generalized histiocytic proliferation with prominent HEMOPHAGOCYTOSIS associated with a systemic viral infection.",HEMOPHAGOCYTOSIS,124,139,VIRUS ASSOCIATED HEMOPHAGOCYTIC SYNDROME (VAHS),2,49,0.8616404369,0.9584921311,1,-1,1,HEMOPHAGOCYTOSIS,HEMOPHAGOCYTIC SYNDROME,RO-disease_has_finding
901974,DPA INDUCED CICATRICIAL PEMPHIGOID is a severe disease of both MUCOUS AND CUTANEOUS INVOLVEMENT with a prognosis similar to the spontaneous disease.,MUCOUS AND CUTANEOUS INVOLVEMENT,63,94,DPA INDUCED CICATRICIAL PEMPHIGOID,0,34,0.7682212796,0.9304663839,1,-1,1,CUTANEOUS INVOLVEMENT,CICATRICIAL PEMPHIGOID,RO-disease_has_finding
901985,The biologic behavior of the intraepidermal component of SUPERFICIAL SPREADING MELANOMA (the RADIAL GROWTH PHASE) has been demonstrated to have significantly different properties than those of the cells in the vertical growth phase,SUPERFICIAL SPREADING MELANOMA,57,87,RADIAL GROWTH PHASE,93,112,0.3841106398,-0.8847668081,1,1,1,RADIAL GROWTH PHASE,SUPERFICIAL SPREADING MELANOMA,RO-disease_has_finding
901989,"These complications may be related to chemo  or radiotherapy used in conditioning for transplantation, to immunosuppressive treatment given after transplantation and to the IMMUNODEFICIENCY associated with transplantation and the development of GVHD",IMMUNODEFICIENCY,173,188,GVHD,245,249,0.1961161351,-0.9411651595,1,-1,1,IMMUNODEFICIENCY,GVHD,RO-disease_has_finding
901991,"When accompanied by an ELEVATED PLATELET COUNT, these precursor stages may clinically mimick ESSENTIAL THROMBOCYTHEMIA because they are not recognized by the conventional criteria",ELEVATED PLATELET COUNT,23,46,ESSENTIAL THROMBOCYTHEMIA,93,118,0.3086066999,-0.90741799,1,-1,1,ELEVATED PLATELET COUNT,ESSENTIAL THROMBOCYTHEMIA,RO-disease_has_finding
902001,"All patients had ECZEMA on their hands; in addition, 4 had SKIN symptoms on airborne areas, i.e., wrists, neck and face.",SKIN,59,62,ECZEMA,17,23,0.1754116039,-0.9473765188,-1,-1,-1,SKIN,ECZEMA,RO-disease_has_primary_anatomic_site
902019,"Anti Leu M1 antibody, which is well known to react with a human myelomonocytic antigen, was found to react with BLADDER CARCINOMA but never with the normal BLADDER EPITHELIUM.",BLADDER EPITHELIUM,156,174,BLADDER CARCINOMA,112,129,0,-1,-1,-1,-1,BLADDER,BLADDER CARCINOMA,RO-disease_has_primary_anatomic_site
902026,"Ninety eight hypothyroid children without GOITER were divided into 6 groups: (i) athyreosis: RAIU low, no thyroid tissue identifiable (n = 39); (ii) hypoplasia: RAIU low, gland small, in normal position (n = 7); (iii) ectopia: RAIU low, gland in ectopic position (n = 24); (iv) THYROIDitis: TMA positive (n = 2); (v) iodine deficiency: low urinary iodine (n = 1); and (vi) cause unknown: RAIU.",GOITER,42,48,THYROID,278,285,0.6255432422,0.8876629727,-1,-1,-1,THYROID,GOITER,RO-disease_has_primary_anatomic_site
902028,"However, the patients with extensive intestinal metaplasia of the STOMACH belong to the high risk group for the GASTRIC CANCER",STOMACH,66,72,GASTRIC CANCER,112,126,0.4850712501,-0.854478625,-1,1,-1,STOMACH,GASTRIC CANCER,RO-disease_has_primary_anatomic_site
902029,BC]  Specific recommendation: ? Obtain joint fluid from the affected JOINT in all cases of suspected SEPTIC ARTHRITIS,JOINT,69,73,SEPTIC ARTHRITIS,101,117,0.2626128657,-0.9212161403,-1,-1,-1,JOINT,SEPTIC ARTHRITIS,RO-disease_has_primary_anatomic_site
902036,"We propose, therefore, that the preferential impairment of the oxidative and secretory responses of ISLET CELLS to D glucose in this experimental model of DIABETES may be at least partly attributable to an altered transfer of reducing equivalents into the mitochondria as mediated by the glycerol phosphate shuttle.",ISLET CELLS,100,110,DIABETES,155,163,0.3086066999,-0.90741799,-1,-1,-1,ISLET CELLS,DIABETES,RO-disease_has_primary_anatomic_site
902042,In most of the patients the STROKE came as a debut of vascular abnormalities in the BRAIN,BRAIN,84,88,STROKE,28,34,0.2407717062,-0.9277684881,-1,-1,-1,BRAIN,STROKE,RO-disease_has_primary_anatomic_site
902058,Cytokines produced by immune cells infiltrating PANCREATIC ISLETS are important mediators of beta cell destruction in INSULIN DEPENDENT DIABETES MELLITUS,PANCREATIC ISLETS,48,64,INSULIN DEPENDENT DIABETES MELLITUS,118,153,0.2747211279,-0.9175836616,-1,-1,-1,PANCREATIC ISLETS,DIABETES MELLITUS,RO-disease_has_primary_anatomic_site
902059,The activation of the urokinase system has been observed during re epithelialization of SKIN WOUNDS and in lesions of the autoimmune BLISTERING SKIN DISEASE PEMPHIGUS,SKIN WOUNDS,88,98,BLISTERING SKIN DISEASE PEMPHIGUS,133,166,0.790569415,0.9371708245,-1,1,-1,SKIN,PEMPHIGUS,RO-disease_has_primary_anatomic_site
902065,With respect to the ATROPHIC BRAIN in cases of HYDROCEPHALUS the fronto nasal approach appeared to be the best and less traumatic way of exposing the frontal base of the skull.,ATROPHIC BRAIN,20,33,HYDROCEPHALUS,47,60,0.8846517369,0.9653955211,-1,1,-1,BRAIN,HYDROCEPHALUS,RO-disease_has_primary_anatomic_site
902066,Chemotherapy causes ALOPECIA by damaging HAIR STEM CELLS and hair follicles making the hair brittle and causing scalp hair to break off or fall out.,ALOPECIA,20,28,HAIR STEM CELLS,41,55,0.9486832981,0.9846049894,-1,1,-1,HAIR,ALOPECIA,RO-disease_has_primary_anatomic_site
902071,BREAST EPITHELIAL STEM CELLS are thought to be the primary targets in the aetiology of BREAST CANCER,BREAST EPITHELIAL STEM CELLS,0,27,BREAST CANCER,87,100,0.2373563316,-0.9287931005,-1,-1,-1,BREAST,BREAST CANCER,RO-disease_has_primary_anatomic_site
902076,"Interleukin 6 (IL 6) is an attractive candidate gene for osteoporosis susceptibility, because it has effects on BONE CELLS and has been implicated in the pathogenesis of OSTEOPOROSIS",BONE CELLS,112,121,OSTEOPOROSIS,170,182,0.5298129428,0.8589438828,-1,-1,-1,BONE,OSTEOPOROSIS,RO-disease_has_primary_anatomic_site
902077,"As therapeutic agents of choice in the treatment of complicated infections, glycopeptide antibiotics are often preferentially used in cases of OSTEOMYELITIS an infection located in BONE and notoriously difficult to successfully manage.",BONE,181,185,OSTEOMYELITIS,143,156,0,-1,-1,-1,-1,BONE,OSTEOMYELITIS,RO-disease_has_primary_anatomic_site
902085,"Shortly after intravenous injection of 99mTechnetium pertechnetate (99mTcO4 )(200 muCi), the activity of the KNEE JOINTS was studied in patients with CLINICAL ARTHRITIS of one or both knees and compared with that in normal subjects.",KNEE JOINTS,109,119,CLINICAL ARTHRITIS,150,168,0,-1,-1,-1,-1,JOINTS,ARTHRITIS,RO-disease_has_primary_anatomic_site
902088,Intra articular application of Placenta in the arthritis JOINTS of patients with RHEUMATOID ARTHRITIS results in a significant improvement as compared with placebo.,JOINTS,57,62,RHEUMATOID ARTHRITIS,81,101,0,-1,-1,-1,-1,JOINTS,RHEUMATOID ARTHRITIS,RO-disease_has_primary_anatomic_site
902097,"The autologous membrane bound antibodies strongly recognized cell surface antigens on four human ovarian cell lines and four surgical specimens of human OVARIAN ADENOCARCINOMA but did not react with normal human OVARIES non ovarian normal and neoplastic tissues, or non ovarian human cell lines by indirect immunofluorescence assay.",OVARIES,212,219,OVARIAN ADENOCARCINOMA,153,175,0,-1,-1,-1,-1,OVARIES,OVARIAN ADENOCARCINOMA,RO-disease_has_primary_anatomic_site
902099,"In conclusion, NSE was considered to be very useful as a tumor MARKER OF THE LUNG especially in small cell carcinoma for diagnosis and determination of disease extent and response to therapy, and also in non SMALL CELL CARCINOMA for the evaluation of treatment effectiveness.",MARKER OF THE LUNG,63,80,SMALL CELL CARCINOMA,208,228,0,-1,-1,-1,-1,LUNG,SMALL CELL CARCINOMA,RO-disease_has_primary_anatomic_site
902102,"The restoration of blood flow to a part of the body previously deprived of adequate circulation, such as the heart muscle (in myocardial infarction) or the BRAIN (in STROKE",BRAIN,156,160,STROKE,166,172,0.2309401077,-0.9307179677,-1,-1,-1,BRAIN,STROKE,RO-disease_has_primary_anatomic_site
902110,"Applications of endoscopic US in the STOMACH include staging of GASTRIC CARCINOMA localization and characterization of nonmucosal gastric masses, detection and evaluation of gastric varices, and evaluation of gastric lymphoma.",STOMACH,37,43,GASTRIC CARCINOMA,64,81,0.123091491,-0.9630725527,-1,-1,-1,STOMACH,GASTRIC CARCINOMA,RO-disease_has_primary_anatomic_site
902112,The distribution of OKM 5 positive dendritic cells in the epidermis was investigated in 75 cases of INFLAMMATORY DERMATOSES and in 14 cases of normal human SKIN by immunohistochemical and morphometric methods.,SKIN,156,159,INFLAMMATORY DERMATOSES,100,123,0,-1,-1,-1,-1,SKIN,DERMATOSES,RO-disease_has_primary_anatomic_site
902113,The results indicate that the function of the inhibitory system in the BRAIN is selectively vulnerable during CEREBRAL ISCHEMIA,BRAIN,71,75,CEREBRAL ISCHEMIA,110,127,0.2847473987,-0.9145757804,-1,-1,-1,BRAIN,CEREBRAL ISCHEMIA,RO-disease_has_primary_anatomic_site
902119,"The only exception is the Freiburg Documentation CENTRE FOR SEVERE SKIN DISEASES which is attempting comprehensive, country wide documentation of TOXIC EPIDERMAL NECROLYSIS (LYELL'S SYNDROME) and Stevens Johnson syndrome.",CENTRE FOR SEVERE SKIN DISEASES,49,79,TOXIC EPIDERMAL NECROLYSIS (LYELL'S SYNDROME),146,191,0,-1,-1,-1,-1,SKIN,TOXIC EPIDERMAL NECROLYSIS,RO-disease_has_primary_anatomic_site
902120,Quantitative counts of ferruginous bodies were performed on digests of LUNGS from 100 control and 30 LUNG CANCER patients.,LUNGS,71,75,LUNG CANCER,101,112,0,-1,-1,-1,-1,LUNGS,LUNG CANCER,RO-disease_has_primary_anatomic_site
902125,The possibility that the distribution of skin lesions in some cutaneous diseases is due to variations in the ANTIGENIC PROPERTIES OF SKIN was investigated by mapping the expression of the SKIN SPECIFIC PEMPHIGUS VULGARIS and bullous pemphigoid antigens in different regions of the body.,ANTIGENIC PROPERTIES OF SKIN,109,136,SKIN SPECIFIC PEMPHIGUS VULGARIS,188,220,0.5163977795,0.8549193339,-1,-1,-1,SKIN,PEMPHIGUS VULGARIS,RO-disease_has_primary_anatomic_site
902134,"If islet cell tolerance could be re induced, a major clinical hurdle to curing DIABETES by ISLET CELL NEOGENESIS may be overcome.",ISLET CELL NEOGENESIS,91,111,DIABETES,79,87,0.0830454799,-0.975086356,-1,-1,-1,ISLET CELL,DIABETES,RO-disease_has_primary_anatomic_site
902135,"Between 1994 and 1998, a total of 790 feather, hair and SKIN specimens from a variety of animals with suspected DERMATOPHYTOSES were studied, of which 248 (31.4%) yielded dermatophytes.",SKIN,56,59,DERMATOPHYTOSES,112,127,0.1091089451,-0.9672673165,-1,1,-1,SKIN,DERMATOPHYTOSES,RO-disease_has_primary_anatomic_site
902140,Pathogenesis of HASHIMOTO'S THYROIDITIS is largely cell mediated immune destruction of the THYROID,THYROID,28,34,HASHIMOTO'S THYROIDITIS,16,39,0.3417430631,-0.8974770811,-1,1,-1,THYROID,HASHIMOTO'S THYROIDITIS,RO-disease_has_primary_anatomic_site
902157,"Altogether, 1924 women were studied: 42.8% with a normal CERVIX 16.2% with CERVICAL INTRAEPITHELIAL NEOPLASIA (CIN I), 12.7% with CIN II, 20.8% with CIN III, and 7.6% with invasive cervical cancer (ICC.",CERVIX,57,62,CERVICAL INTRAEPITHELIAL NEOPLASIA (CIN I),75,117,0,-1,-1,-1,-1,CERVIX,CERVICAL INTRAEPITHELIAL NEOPLASIA,RO-disease_has_primary_anatomic_site
902160,"Protoporphyrins sometimes accumulate to toxic levels in the LIVER causing LIVER FAILURE; if this occurs, a liver transplant becomes necessary.",LIVER FAILURE,74,87,LIVER,60,64,0.3127716211,-0.9061685137,-1,-1,-1,LIVER,LIVER FAILURE,RO-disease_has_primary_anatomic_site
902170,Bile REFLUX TO THE STOMACH is believed as one of the important PATHOGENESIS OF RESIDUAL GASTRITIS however the prevention for bile reflux cannot always heal the gastritis.,PATHOGENESIS OF RESIDUAL GASTRITIS,63,97,REFLUX TO THE STOMACH,5,25,0.6575959492,0.8972787848,-1,1,-1,STOMACH,GASTRITIS,RO-disease_has_primary_anatomic_site
902176,"Acute onset of an illness (over minutes to several hours) involving the SKIN mucosal tissue, or both (e.g., GENERALIZED HIVES; pruritus or flushing; swollen lips, tongue, or uvula) and at least one of the following:  a.",SKIN,72,75,GENERALIZED HIVES,108,125,0.0819231921,-0.9754230424,-1,-1,-1,SKIN,HIVES,RO-disease_has_primary_anatomic_site
902178,"In all centers, independent of the aluminum staining technique used, the extent of aluminum deposited in bone was greater in patients presenting with LOW BONE TURNOVER whether from LOW TURNOVER OSTEOMALACIA or adynamic bone disease, than in the predominant hyperparathyroid bone disease.",LOW BONE TURNOVER,150,166,LOW TURNOVER OSTEOMALACIA,181,206,0.9491579958,0.9847473987,-1,1,-1,BONE,OSTEOMALACIA,RO-disease_has_primary_anatomic_site
902183,"WT BONE explanted into Hyp mice developed RICKETS and osteomalacia, but Hyp bone explanted into WT mice displayed persistent osteomalacia and abnormalities in the primary spongiosa, indicating that both phosphate and PHEX independently regulate extracellular matrix mineralization.",RICKETS,42,48,WT BONE,0,6,0.9950371902,0.9985111571,-1,1,-1,BONE,RICKETS,RO-disease_has_primary_anatomic_site
902192,Short  and long term co cultures of 49 cases of human osteosarcoma cells with BONE MARROW or peripheral blood cells of patients with different types of LEUKEMIA were studied.,BONE MARROW,78,88,LEUKEMIA,152,160,0,-1,-1,-1,-1,BONE MARROW,LEUKEMIA,RO-disease_has_primary_anatomic_site
902194,"MASTOCYTOSIS is a heterogeneous group of disorders characterized by mast cell HYPERPLASIA IN THE BONE MARROW LIVER SPLEEN LYMPH nodes, gastrointestinal tract, and skin.",HYPERPLASIA IN THE BONE MARROW LIVER SPLEEN LYMPH,78,126,MASTOCYTOSIS,0,12,0.9282791216,0.9784837365,-1,1,-1,BONE MARROW,MASTOCYTOSIS,RO-disease_has_primary_anatomic_site
902197,Many similarities exist between cerebral ischemia and EPILEPSY regarding BRAIN-damaging and auto-protective mechanisms that are activated following the injurious insult,BRAIN,73,78,EPILEPSY,54,62,0.1690308509,-0.9492907447,-1,-1,-1,BRAIN,EPILEPSY,RO-disease_has_primary_anatomic_site
902198,"29  Inflammatory bowel disease   Typically, INFLAMMATORY BOWEL DISEASES (e.g., ULCERATIVE COLITIS and Crohn disease) produce inflammatory diarrhea, with blood and pus in the stool.",INFLAMMATORY BOWEL DISEASES,44,70,ULCERATIVE COLITIS,79,97,0.6154574549,0.8846372365,-1,-1,-1,BOWEL,ULCERATIVE COLITIS,RO-disease_has_primary_anatomic_site
902200,The distribution of ferruginous bodies in the LUNGS of ten LUNG CANCER patients with definite occupational history of asbestos exposure and the kind of core fibers in the center of the ferruginous bodies were evaluated.,LUNGS,46,50,LUNG CANCER,59,70,0,-1,-1,-1,-1,LUNGS,LUNG CANCER,RO-disease_has_primary_anatomic_site
902202,"In the oral cavity, LYMPHANGIOMA is a rare, non odontogenic, benign neoplasm which originates from LYMPH VESSELS",LYMPHANGIOMA,20,32,LYMPH VESSELS,99,111,0.4364357805,-0.8690692659,-1,-1,-1,LYMPH VESSELS,LYMPHANGIOMA,RO-disease_has_primary_anatomic_site
902218,"A diagnosis of CHRONIC EOSINOPHILIC LEUKAEMIA was made on the basis of myeloproliferative involvement of both peripheral blood and BONE MARROW, associated with eosinophilic differentiation and a t(5;12)(q33;p13) translocation",BONE MARROW,131,142,CHRONIC EOSINOPHILIC LEUKAEMIA,15,45,0.179605302,-0.9461184094,-1,-1,-1,BONE MARROW,CHRONIC EOSINOPHILIC LEUKAEMIA,RO-disease_has_primary_anatomic_site
902221,"In a 5 1/2 year retrospective study of hospitalized children with OSTEOMYELITIS who had technetium BONE scans, we found that 32 of 38 (84%) had increased radionuclide uptake, 4 (11%) had normal uptake and 2 (5%) had decreased uptake.",BONE,99,102,OSTEOMYELITIS,66,79,0,-1,-1,-1,-1,BONE,OSTEOMYELITIS,RO-disease_has_primary_anatomic_site
902226,"Such studies are of particular interest in patients with recurrent chest infections, to detect abnormalities of local cellular immunity; in pulmonary fibrosis to assess activity of the disease and effect of treatment by observing morphology and testing function of FREE LUNG CELLS; and in BRONCHIAL CARCINOMA to investigate local immune responses to the tumour.",FREE LUNG CELLS,265,279,BRONCHIAL CARCINOMA,289,308,0.1924500897,-0.9422649731,-1,-1,-1,LUNG,BRONCHIAL CARCINOMA,RO-disease_has_primary_anatomic_site
902239,"Moreover, the formation of large nuclear inclusions filled with smooth filaments appears to be a characteristic process of SSPE, but not of measles, since this type of inclusion is invariably seen in SSPE BRAIN TISSUES BRAIN cultures derived from them, and CV 1 cells infected with SSPE viruses.",BRAIN,205,209,SSPE BRAIN TISSUES,200,218,0.1139605765,-0.9658118271,-1,-1,-1,BRAIN,SSPE,RO-disease_has_primary_anatomic_site
902241,"Chronic beryllium DISEASE (CBD) AND PULMONARY SARCOIDOSIS ARE TWO DISTINCT chronic disorders, sharing the PATHOLOGICAL LUNG HALLMARK of the non caseating granuloma and the immunological feature of T cell activation at the site of disease.",PATHOLOGICAL LUNG HALLMARK,106,131,DISEASE (CBD) AND PULMONARY SARCOIDOSIS ARE TWO DISTINCT,18,73,0.8846517369,0.9653955211,-1,-1,-1,LUNG,PULMONARY SARCOIDOSIS,RO-disease_has_primary_anatomic_site
902253,progression to overt hypothyroidism or hyperthyroidism in female relatives of patients with autoimmune thyroid disease using the Thyroid Events Amsterdam (THEA) score  Subclinical hypothyroidism and functional mobility in older adults  British Medical Journal  Serum thyroid stimulating hormone in assessment of severity of tissue hypothyroidism in patients with OVERT PRIMARY THYROID FAILURE: cross sectional survey  Disorders of sodium balance  Cancer  HYPOTHYROIDISM: a frequent event after radiotherapy and after radiotherapy with chemotherapy for patients with head and neck carcinoma  Journal of the American Medical Association  Radiation dose response relationships for thyroid nodules and autoimmune thyroid diseases in.,HYPOTHYROIDISM,455,469,OVERT PRIMARY THYROID FAILURE,363,391,0.6575959492,0.8972787848,-1,1,-1,THYROID,HYPOTHYROIDISM,RO-disease_has_primary_anatomic_site
902259,"The clinical features of the disease were morning stiffness, pain and limitation of motion of the dorsolumbar spine in four of the five members, associated with arthritis of the SMALL JOINTS OF THE HANDS in three, shoulder periARTHRITIS in two and costal cartilage pain in one.",SMALL JOINTS OF THE HANDS,178,203,ARTHRITIS,227,236,0.2182178902,-0.9345346329,-1,-1,-1,JOINTS,ARTHRITIS,RO-disease_has_primary_anatomic_site
902260,The sap of the plant Euphorbia peplus is a traditional remedy for SKIN CONDITIONS including ACTINIC KERATOSIS,SKIN CONDITIONS,66,80,ACTINIC KERATOSIS,92,109,0.1561737619,-0.9531478714,-1,-1,-1,SKIN,ACTINIC KERATOSIS,RO-disease_has_primary_anatomic_site
902273,"CENTRAL NERVOUS SYSTEM (CNS) embryonal tumors are devastating cancers in children, consisting of MEDULLOBLASTOMAS CNS primitive neuroectodermal tumors, and atypical teratoid/rhabdoid tumors.",MEDULLOBLASTOMAS,97,113,CENTRAL NERVOUS SYSTEM,0,21,0.6868028197,0.9060408459,-1,-1,-1,CENTRAL NERVOUS SYSTEM,MEDULLOBLASTOMAS,RO-disease_has_primary_anatomic_site
902277,Clinical and laboratory examinations of 250 patients with chronic DERMATOSES (ECZEMA NEURODERMATITIS PSORIASIS PEMPHIGUS ETC) have revealed secondary candidal INVOLVEMENT OF THE SKIN AND MUCOSA in 121 (46.6%.,INVOLVEMENT OF THE SKIN AND MUCOSA,159,192,DERMATOSES (ECZEMA NEURODERMATITIS PSORIASIS PEMPHIGUS ETC),66,125,0.8834522086,0.9650356626,-1,-1,-1,SKIN,PSORIASIS,RO-disease_has_primary_anatomic_site
902284,Neurotropic JC virus reaches the BRAIN and causes progressive MULTIFOCAL LEUKOENCEPHALOPATHY a demyelinating disease of the central nervous system with a high mortality rate.,MULTIFOCAL LEUKOENCEPHALOPATHY,62,92,BRAIN,33,37,0.314485451,-0.9056543647,-1,-1,-1,BRAIN,MULTIFOCAL LEUKOENCEPHALOPATHY,RO-disease_has_primary_anatomic_site
902285,A variety of liver diseases including CHRONIC HEPATITIS and cirrhosis were seen in the LIVERS of a majority of the ducks from Chi tung.,LIVERS,87,93,CHRONIC HEPATITIS,38,55,0.1373605639,-0.9587918308,-1,-1,-1,LIVERS,CHRONIC HEPATITIS,RO-disease_has_primary_anatomic_site
902286,"BREAST CANCER  It was predicted that in the United States in 2007, INVASIVE BREAST CANCER would be diagnosed in an estimated 178,480 women; in situ disease would be diagnosed in 62,030 women; and 40,460 women would die of the disease.",BREAST CANCER,0,12,INVASIVE BREAST CANCER,67,89,0.1290994449,-0.9612701665,-1,-1,-1,BREAST,INVASIVE BREAST CANCER,RO-disease_has_primary_anatomic_site
902293,ARTHRITIS developed in all JOINTS in which the prosthesis elongated or broke.,JOINTS,27,32,ARTHRITIS,0,9,0.4330127019,-0.8700961894,-1,1,-1,JOINTS,ARTHRITIS,RO-disease_has_primary_anatomic_site
902294,"In addition to the characterization of the degree of inflammation and fibrosis, the evaluation of a LIVER BIOPSY SPECIMEN from a patient with CHRONIC HEPATITIS includes a description of all of the findings present (e.g., steatosis, bile duct changes, granulomas, type of inflammatory cells, presence of iron, and Mallory hyaline) or a notation of their absence.",LIVER BIOPSY SPECIMEN,100,120,CHRONIC HEPATITIS,142,159,0.3077935056,-0.9076619483,-1,-1,-1,LIVER,CHRONIC HEPATITIS,RO-disease_has_primary_anatomic_site
902308,The progressive radiological changes in the PATELLO FEMORAL JOINT after upper tibial osteotomy performed for ARTHROSIS OF THE KNEE were studied more than 10 years after the surgical procedure.,PATELLO FEMORAL JOINT,44,64,ARTHROSIS OF THE KNEE,109,130,0.1125087901,-0.966247363,-1,-1,-1,JOINT,ARTHROSIS,RO-disease_has_primary_anatomic_site
902320,"SEE:   liver    liver transplantation    The surgical implantation of a donor liver into a patient with END STAGE LIVER DISEASE whether it is caused by ALCOHOLIC CIRRHOSIS chronic cholestatic diseases, chronic or fulminant hepatitis, or toxic liver destruction.",END STAGE LIVER DISEASE,104,126,ALCOHOLIC CIRRHOSIS,152,171,0.9958932065,0.998767962,-1,1,-1,LIVER,CIRRHOSIS,RO-disease_has_primary_anatomic_site
902325,"BENIGN MUCOUS MEMBRANE PEMPHIGOID (BMMP) is characterized by immunoglobulin deposits along the basal zone of the SKIN and mucous membranes, leading to blistering erosions of the involved regions.",SKIN,113,116,BENIGN MUCOUS MEMBRANE PEMPHIGOID,0,33,0,-1,-1,-1,-1,SKIN,BENIGN MUCOUS MEMBRANE PEMPHIGOID,RO-disease_has_primary_anatomic_site
902328,The senior author has performed the Swanson implant arthroplasty for ARTHRITIS of THE BASAL JOINT OF THE THUMB for the past 12 years.,THE BASAL JOINT OF THE THUMB,82,109,ARTHRITIS,69,78,0,-1,-1,-1,-1,JOINT,ARTHRITIS,RO-disease_has_primary_anatomic_site
902330,"Therefore, although serum P III P can be a useful marker in HEPATOCELLULAR CARCINOMA it may possibly be difficult to discriminate it from benign diseases involving the LIVER and biliary tract.",HEPATOCELLULAR CARCINOMA,60,84,LIVER,168,173,0.7071067812,0.9121320344,-1,1,-1,LIVER,HEPATOCELLULAR CARCINOMA,RO-disease_has_primary_anatomic_site
902331,This study shows that both recombinant human interleukin (rhIL)3 and rhIL4 induced proliferation in BONE MARROW (BM) cells of MYELOGENOUS LEUKEMIA patients in a manner similar to that reported using normal BM cells.,BONE MARROW,100,110,MYELOGENOUS LEUKEMIA,126,146,0.2828427125,-0.9151471863,-1,-1,-1,BONE MARROW,MYELOGENOUS LEUKEMIA,RO-disease_has_primary_anatomic_site
902335,"On the other hand PRIMARY SKIN DISEASES such as PSORIASIS atopic dermatitis, acune vulgaris, chronic idiopathic urticaria and alopecia areata may induce psychologic features.",PSORIASIS,48,57,PRIMARY SKIN DISEASES,18,39,0.3429971703,-0.8971008489,-1,-1,-1,SKIN,PSORIASIS,RO-disease_has_primary_anatomic_site
902339,EPITHELIAL OVARIAN CANCER (EOC) arises from the epithelial layer covering the surface of OVARIES and i.p.,EPITHELIAL OVARIAN CANCER,0,25,OVARIES,89,96,0.3418817294,-0.8974354812,-1,1,-1,OVARIES,EPITHELIAL OVARIAN CANCER,RO-disease_has_primary_anatomic_site
