_unit_id,_created_at,_canary,_id,_started_at,_channel,_trust,_worker_id,_country,_region,_city,_ip,relations,step_1_select_the_valid_relations,step_2a_copy__paste_only_the_words_from_the_sentence_that_express_the_relation_you_selected_in_step1,step_2b_if_you_selected_none_in_step_1_explain_why,b1,b2,e1,e2,expertdecision,relation,sent_id,relation,sentence,term1,term2
494240890,7/2/2014 17:49:49,,1313124429,7/2/2014 17:49:16,tremorgames,1,17552229,GBR,H9,London,109.154.7.94,[SYMPTOM],[SYMPTOM],"persons,",dsdsdsds,213,197,223,211,-1,RO-cause_of,900174,,"As compared to normal persons, the content of serum IgE in the patients was significantly increased; the content of IgE in tuberculosis patients appeared as high as that in patients suffering from ATOPIC ALLERGY (POLLENOSIS, bronchial asthma",POLLENOSIS,ATOPIC ALLERGY
494240890,7/2/2014 17:59:58,,1313135417,7/2/2014 17:59:17,neodev,1,18755947,GBR,H2,Accrington,80.47.187.155,[MANIFESTATION],[MANIFESTATION],"ATOPIC ALLERGY (POLLENOSIS, bronchial asthma",n/a,213,197,223,211,-1,RO-cause_of,900174,,"As compared to normal persons, the content of serum IgE in the patients was significantly increased; the content of IgE in tuberculosis patients appeared as high as that in patients suffering from ATOPIC ALLERGY (POLLENOSIS, bronchial asthma",POLLENOSIS,ATOPIC ALLERGY
494240890,7/2/2014 19:01:25,,1313192858,7/2/2014 18:59:22,neodev,1,11460728,CAN,BC,Burnaby,70.79.16.165,[ASSOCIATED_WITH],[ASSOCIATED_WITH],"content appeared as high ATOPIC ALLERGY (POLLENOSIS,",associated with,213,197,223,211,-1,RO-cause_of,900174,,"As compared to normal persons, the content of serum IgE in the patients was significantly increased; the content of IgE in tuberculosis patients appeared as high as that in patients suffering from ATOPIC ALLERGY (POLLENOSIS, bronchial asthma",POLLENOSIS,ATOPIC ALLERGY
494240890,7/2/2014 19:12:47,,1313203473,7/2/2014 19:12:20,prizezombie,1,19082757,USA,AL,Birmingham,138.26.152.5,[OTHER],[OTHER],suffering from,NA,213,197,223,211,-1,RO-cause_of,900174,,"As compared to normal persons, the content of serum IgE in the patients was significantly increased; the content of IgE in tuberculosis patients appeared as high as that in patients suffering from ATOPIC ALLERGY (POLLENOSIS, bronchial asthma",POLLENOSIS,ATOPIC ALLERGY
494240890,7/2/2014 20:03:12,,1313312337,7/2/2014 20:02:54,fepcrowdflower,1,17940235,GBR,X5,Cardiff,176.252.22.6,[ASSOCIATED_WITH],[ASSOCIATED_WITH],"ALLERGY (POLLENOSIS,",N/A,213,197,223,211,-1,RO-cause_of,900174,,"As compared to normal persons, the content of serum IgE in the patients was significantly increased; the content of IgE in tuberculosis patients appeared as high as that in patients suffering from ATOPIC ALLERGY (POLLENOSIS, bronchial asthma",POLLENOSIS,ATOPIC ALLERGY
494240890,7/2/2014 21:39:16,,1313399216,7/2/2014 21:39:01,clixsense,1,17950689,GBR,X5,Cardiff,89.168.38.216,[CAUSES],[CAUSES],suffering,NONE,213,197,223,211,-1,RO-cause_of,900174,,"As compared to normal persons, the content of serum IgE in the patients was significantly increased; the content of IgE in tuberculosis patients appeared as high as that in patients suffering from ATOPIC ALLERGY (POLLENOSIS, bronchial asthma",POLLENOSIS,ATOPIC ALLERGY
494240891,6/27/2014 14:49:50,,1306135737,6/27/2014 14:47:53,zoombucks,1,5919735,USA,PA,Doylestown,173.49.91.231,[NONE],[NONE],N/A,two diseases,171,146,210,152,-1,RO-cause_of,900290,,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS
494240891,6/27/2014 15:07:09,,1306150962,6/27/2014 15:06:19,onestopgpt,1,21275875,CAN,ON,Hamilton,216.209.129.188,[MANIFESTATION],[MANIFESTATION],with and in those with,N/A,171,146,210,152,-1,RO-cause_of,900290,,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS
494240891,6/27/2014 17:47:57,,1306273573,6/27/2014 17:47:50,prodege,1,12944140,GBR,C8,Croydon,92.21.0.165,[NONE],[NONE],n/a,n/a,171,146,210,152,-1,RO-cause_of,900290,,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS
494240891,6/28/2014 18:18:13,,1307217940,6/28/2014 18:17:39,neodev,1,18755947,GBR,H2,Accrington,80.47.187.155,[ASSOCIATED_WITH],[ASSOCIATED_WITH],and in those with,N/A,171,146,210,152,-1,RO-cause_of,900290,,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS
494240891,6/29/2014 01:09:33,,1307924162,6/29/2014 01:06:57,clixsense,1,8092925,CAN,,,38.108.87.20,[NONE],[NONE],n/a,The sentence is investigating the effects of dysregulation of the host inflammatory response .,171,146,210,152,-1,RO-cause_of,900290,,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS
494240891,6/29/2014 01:42:44,,1307981133,6/29/2014 01:42:37,coinworker,1,26727958,USA,OH,Cleveland,75.187.153.207,[LOCATION],[LOCATION],INFLAMMATORY,t,171,146,210,152,-1,RO-cause_of,900290,,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS
494240891,6/29/2014 12:16:07,,1308927641,6/29/2014 12:15:29,instagc,1,27747022,USA,,,73.191.78.63,[ASSOCIATED_WITH],[ASSOCIATED_WITH],and in those with,N/A,171,146,210,152,-1,RO-cause_of,900290,,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS
494240891,6/29/2014 18:55:07,,1309449896,6/29/2014 18:54:02,instagc,1,18531561,CAN,ON,Mississauga,99.229.185.45,[NONE],[NONE],N/A,"People can have one or the other, but they don't have to have both.",171,146,210,152,-1,RO-cause_of,900290,,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS
494240891,6/30/2014 17:00:57,,1310588672,6/30/2014 17:00:32,instagc,1,21777979,USA,GA,Warner Robins,174.78.194.199,[ASSOCIATED_WITH],[ASSOCIATED_WITH],SEPSIS SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,n/a,171,146,210,152,-1,RO-cause_of,900290,,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS
494240891,6/30/2014 17:46:37,,1310612197,6/30/2014 17:45:59,prodege,1,19769549,USA,CA,Montara,98.210.248.230,[ASSOCIATED_WITH],[ASSOCIATED_WITH],and in those with,n/a,171,146,210,152,-1,RO-cause_of,900290,,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS
494240891,7/1/2014 06:44:41,,1311323035,7/1/2014 06:43:08,clixsense,1,21406414,USA,NY,Spencerport,50.122.189.231,[NONE],[NONE],N/A,THEY ARE TWO CONDITIONS CAUSED BY SOMETHING ELSE BUT THEY ARE NOT RELATED,171,146,210,152,-1,RO-cause_of,900290,,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS
494240891,7/1/2014 08:33:45,,1311389590,7/1/2014 08:33:19,prodege,1,15439740,AUS,2,Jannali,27.96.208.89,[OTHER],[OTHER],and with,n/a,171,146,210,152,-1,RO-cause_of,900290,,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS
494240891,7/1/2014 17:58:44,,1311780059,7/1/2014 17:56:29,instagc,1,13763729,USA,,,75.182.89.225,[NONE],[NONE],N/A,"Both conditions are associated with ""dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients"" but have no other correlation with one another.",171,146,210,152,-1,RO-cause_of,900290,,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS
494240891,7/1/2014 22:33:51,,1312147144,7/1/2014 22:33:04,neodev,1,27608448,USA,SC,Graniteville,24.145.86.46,[NONE],[NONE],N/A,"Because of the ""and"", I assumed that the two conditions are not associated with one another.",171,146,210,152,-1,RO-cause_of,900290,,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS
494240891,7/1/2014 23:02:34,,1312179176,7/1/2014 23:01:36,prodege,1,7061586,AUS,2,Toongabbie,114.76.177.0,[PART_OF],[PART_OF],central,n/a,171,146,210,152,-1,RO-cause_of,900290,,Current evidence indicates that dysregulation of the host inflammatory response to infectious agents is central to the mortality of patients with SEPSIS and in those with SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SYSTEMIC INFLAMMATORY RESPONSE SYNDROME,SEPSIS
494240892,6/27/2014 15:01:33,,1306145878,6/27/2014 15:00:24,onestopgpt,1,21275875,CAN,ON,Hamilton,216.209.129.188,[SYMPTOM],[SYMPTOM],They include and,N/A,64,43,85,59,-1,RO-cause_of,900031,,"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS; increased cardiac output, systemic peripheral resistance and blood pressure; delayed gastric emptying; impaired uterine contractility and diminished uterine perfusion; and metabolic acidaemia",RESPIRATORY ALKALOSIS,HYPERVENTILATION
494240892,6/29/2014 14:50:51,,1309021328,6/29/2014 14:48:49,clixsense,1,26648627,GBR,,,46.208.71.86,[ASSOCIATED_WITH],[ASSOCIATED_WITH],include and,N/A,64,43,85,59,-1,RO-cause_of,900031,,"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS; increased cardiac output, systemic peripheral resistance and blood pressure; delayed gastric emptying; impaired uterine contractility and diminished uterine perfusion; and metabolic acidaemia",RESPIRATORY ALKALOSIS,HYPERVENTILATION
494240892,6/29/2014 23:49:27,,1309962481,6/29/2014 23:47:57,neodev,1,20929875,USA,MA,Boston,71.174.181.181,[ASSOCIATED_WITH],[ASSOCIATED_WITH],include HYPERVENTILATION and RESPIRATORY ALKALOSIS;,N/A,64,43,85,59,-1,RO-cause_of,900031,,"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS; increased cardiac output, systemic peripheral resistance and blood pressure; delayed gastric emptying; impaired uterine contractility and diminished uterine perfusion; and metabolic acidaemia",RESPIRATORY ALKALOSIS,HYPERVENTILATION
494240892,6/30/2014 02:37:35,,1310038487,6/30/2014 02:36:15,instagc,1,19636746,USA,NY,Canandaigua,192.182.211.200,[SYMPTOM],[SYMPTOM],HYPERVENTILATION and RESPIRATORY ALKALOSIS;,They are both caused by a disease.,64,43,85,59,-1,RO-cause_of,900031,,"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS; increased cardiac output, systemic peripheral resistance and blood pressure; delayed gastric emptying; impaired uterine contractility and diminished uterine perfusion; and metabolic acidaemia",RESPIRATORY ALKALOSIS,HYPERVENTILATION
494240892,6/30/2014 09:17:14,,1310270875,6/30/2014 09:17:02,piyoogle,1,26715273,USA,AZ,Phoenix,23.105.14.54,[NONE],[NONE],g,ff,64,43,85,59,-1,RO-cause_of,900031,,"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS; increased cardiac output, systemic peripheral resistance and blood pressure; delayed gastric emptying; impaired uterine contractility and diminished uterine perfusion; and metabolic acidaemia",RESPIRATORY ALKALOSIS,HYPERVENTILATION
494240892,6/30/2014 16:58:27,,1310587630,6/30/2014 16:57:50,instagc,1,21777979,USA,GA,Warner Robins,174.78.194.199,[ASSOCIATED_WITH],[ASSOCIATED_WITH],HYPERVENTILATION RESPIRATORY ALKALOSIS;,n/a,64,43,85,59,-1,RO-cause_of,900031,,"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS; increased cardiac output, systemic peripheral resistance and blood pressure; delayed gastric emptying; impaired uterine contractility and diminished uterine perfusion; and metabolic acidaemia",RESPIRATORY ALKALOSIS,HYPERVENTILATION
494240892,7/1/2014 18:04:08,,1311789676,7/1/2014 18:03:02,instagc,1,13763729,USA,,,75.182.89.225,[ASSOCIATED_WITH],[ASSOCIATED_WITH],"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS;",N/A,64,43,85,59,-1,RO-cause_of,900031,,"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS; increased cardiac output, systemic peripheral resistance and blood pressure; delayed gastric emptying; impaired uterine contractility and diminished uterine perfusion; and metabolic acidaemia",RESPIRATORY ALKALOSIS,HYPERVENTILATION
494240892,7/1/2014 18:28:50,,1311833169,7/1/2014 18:28:35,bitcoinget,1,25255063,GBR,V2,Glasgow,86.174.15.198,[ASSOCIATED_WITH],[ASSOCIATED_WITH],and,N/A,64,43,85,59,-1,RO-cause_of,900031,,"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS; increased cardiac output, systemic peripheral resistance and blood pressure; delayed gastric emptying; impaired uterine contractility and diminished uterine perfusion; and metabolic acidaemia",RESPIRATORY ALKALOSIS,HYPERVENTILATION
494240892,7/1/2014 21:32:07,,1312088500,7/1/2014 21:31:03,clixsense,1,6552684,USA,DE,Wilmington,98.114.2.161,[SYMPTOM],[SYMPTOM],They include,n/a,64,43,85,59,-1,RO-cause_of,900031,,"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS; increased cardiac output, systemic peripheral resistance and blood pressure; delayed gastric emptying; impaired uterine contractility and diminished uterine perfusion; and metabolic acidaemia",RESPIRATORY ALKALOSIS,HYPERVENTILATION
494240892,7/1/2014 23:48:44,,1312223500,7/1/2014 23:47:35,eup_slw,1,18329415,USA,PA,Folcroft,64.121.230.236,[NONE],[NONE],n/a,here shown as a relation together for something else,64,43,85,59,-1,RO-cause_of,900031,,"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS; increased cardiac output, systemic peripheral resistance and blood pressure; delayed gastric emptying; impaired uterine contractility and diminished uterine perfusion; and metabolic acidaemia",RESPIRATORY ALKALOSIS,HYPERVENTILATION
494240892,7/2/2014 04:10:46,,1312477035,7/2/2014 04:10:05,clixsense,1,11787474,USA,IL,Charleston,67.58.244.234,[NONE],[NONE],N/A,They are both just things that were increased independent of each other,64,43,85,59,-1,RO-cause_of,900031,,"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS; increased cardiac output, systemic peripheral resistance and blood pressure; delayed gastric emptying; impaired uterine contractility and diminished uterine perfusion; and metabolic acidaemia",RESPIRATORY ALKALOSIS,HYPERVENTILATION
494240892,7/2/2014 16:03:01,,1313039441,7/2/2014 16:02:30,instagc,1,21838928,GBR,,,31.51.188.207,[OTHER],[OTHER],include HYPERVENTILATION and RESPIRATORY ALKALOSIS;,N/A,64,43,85,59,-1,RO-cause_of,900031,,"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS; increased cardiac output, systemic peripheral resistance and blood pressure; delayed gastric emptying; impaired uterine contractility and diminished uterine perfusion; and metabolic acidaemia",RESPIRATORY ALKALOSIS,HYPERVENTILATION
494240892,7/2/2014 17:41:30,,1313115093,7/2/2014 17:41:18,prodege,1,18960400,GBR,H9,London,109.154.7.94,[SYMPTOM],[SYMPTOM],gastric,sdsdsdsdsds,64,43,85,59,-1,RO-cause_of,900031,,"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS; increased cardiac output, systemic peripheral resistance and blood pressure; delayed gastric emptying; impaired uterine contractility and diminished uterine perfusion; and metabolic acidaemia",RESPIRATORY ALKALOSIS,HYPERVENTILATION
494240892,7/2/2014 18:01:12,,1313136706,7/2/2014 18:00:35,clixsense,1,19162475,GBR,M3,Frome,82.33.126.30,[ASSOCIATED_WITH],[ASSOCIATED_WITH],HYPERVENTILATION and RESPIRATORY ALKALOSIS;,n/a,64,43,85,59,-1,RO-cause_of,900031,,"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS; increased cardiac output, systemic peripheral resistance and blood pressure; delayed gastric emptying; impaired uterine contractility and diminished uterine perfusion; and metabolic acidaemia",RESPIRATORY ALKALOSIS,HYPERVENTILATION
494240892,7/2/2014 18:07:53,,1313142714,7/2/2014 18:07:18,neodev,1,18755947,GBR,H2,Accrington,80.47.187.155,[ASSOCIATED_WITH],[ASSOCIATED_WITH],They include HYPERVENTILATION and RESPIRATORY ALKALOSIS;,n/a,64,43,85,59,-1,RO-cause_of,900031,,"They include increased oxygen consumption, HYPERVENTILATION and RESPIRATORY ALKALOSIS; increased cardiac output, systemic peripheral resistance and blood pressure; delayed gastric emptying; impaired uterine contractility and diminished uterine perfusion; and metabolic acidaemia",RESPIRATORY ALKALOSIS,HYPERVENTILATION
494240893,6/27/2014 21:12:20,,1306401192,6/27/2014 21:11:41,clixsense,1,20316161,CAN,NL,Paradise,47.55.71.247,[MANIFESTATION],[MANIFESTATION],suddenly develops,N/A,33,66,45,85,-1,RO-disease_has_finding,901681,,"It is unknown why a patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS, but the renin-angiotension system seems to play an important role",HYPERTENSION,HYPERTENSIVE CRISIS
494240893,6/28/2014 17:09:46,,1307106199,6/28/2014 17:07:52,prodege,1,27065119,CAN,QC,Sainte-catherine,74.59.90.58,[ASSOCIATED_WITH] [SYMPTOM],"[SYMPTOM]
[ASSOCIATED_WITH]","a patient with HYPERTENSION develops a HYPERTENSIVE CRISIS,",N/A,33,66,45,85,-1,RO-disease_has_finding,901681,,"It is unknown why a patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS, but the renin-angiotension system seems to play an important role",HYPERTENSION,HYPERTENSIVE CRISIS
494240893,6/29/2014 18:19:55,,1309330140,6/29/2014 18:19:18,elite,1,27769923,GBR,J8,Nottingham,2.100.251.81,[CAUSES] [ASSOCIATED_WITH],"[CAUSES]
[ASSOCIATED_WITH]","patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS,",N/A,33,66,45,85,-1,RO-disease_has_finding,901681,,"It is unknown why a patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS, but the renin-angiotension system seems to play an important role",HYPERTENSION,HYPERTENSIVE CRISIS
494240893,6/30/2014 21:27:30,,1310970513,6/30/2014 21:26:41,prodege,1,10018215,CAN,ON,Brampton,99.227.128.25,[ASSOCIATED_WITH],[ASSOCIATED_WITH],suddenly develops,n/a,33,66,45,85,-1,RO-disease_has_finding,901681,,"It is unknown why a patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS, but the renin-angiotension system seems to play an important role",HYPERTENSION,HYPERTENSIVE CRISIS
494240893,7/1/2014 18:26:03,,1311828144,7/1/2014 18:25:42,bitcoinget,1,25255063,GBR,V2,Glasgow,86.174.15.198,[MANIFESTATION],[MANIFESTATION],suddenly develops a,N/A,33,66,45,85,-1,RO-disease_has_finding,901681,,"It is unknown why a patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS, but the renin-angiotension system seems to play an important role",HYPERTENSION,HYPERTENSIVE CRISIS
494240893,7/2/2014 01:31:48,,1312319241,7/2/2014 01:31:19,instagc,1,23149109,USA,NC,Durham,75.189.206.205,[CAUSES],[CAUSES],"HYPERTENSION suddenly develops HYPERTENSIVE CRISIS,",causes,33,66,45,85,-1,RO-disease_has_finding,901681,,"It is unknown why a patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS, but the renin-angiotension system seems to play an important role",HYPERTENSION,HYPERTENSIVE CRISIS
494240893,7/2/2014 04:07:03,,1312473866,7/2/2014 04:06:07,clixsense,1,11787474,USA,IL,Charleston,67.58.244.234,[OTHER],[OTHER],suddenly develops a,N/A,33,66,45,85,-1,RO-disease_has_finding,901681,,"It is unknown why a patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS, but the renin-angiotension system seems to play an important role",HYPERTENSION,HYPERTENSIVE CRISIS
494240893,7/2/2014 04:20:56,,1312484974,7/2/2014 04:19:54,rewardsspot,1,24482174,GBR,H9,London,46.23.68.180,[ASSOCIATED_WITH],[ASSOCIATED_WITH],"HYPERTENSION HYPERTENSIVE CRISIS,",n/a,33,66,45,85,-1,RO-disease_has_finding,901681,,"It is unknown why a patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS, but the renin-angiotension system seems to play an important role",HYPERTENSION,HYPERTENSIVE CRISIS
494240893,7/2/2014 16:01:28,,1313038514,7/2/2014 16:00:57,instagc,1,21838928,GBR,,,31.51.188.207,[CAUSES],[CAUSES],"HYPERTENSION develops HYPERTENSIVE CRISIS,",N/A,33,66,45,85,-1,RO-disease_has_finding,901681,,"It is unknown why a patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS, but the renin-angiotension system seems to play an important role",HYPERTENSION,HYPERTENSIVE CRISIS
494240893,7/2/2014 17:23:20,,1313097896,7/2/2014 17:22:58,neodev,1,18755947,GBR,H2,Accrington,80.47.187.155,[MANIFESTATION],[MANIFESTATION],HYPERTENSION HYPERTENSIVE,N/A,33,66,45,85,-1,RO-disease_has_finding,901681,,"It is unknown why a patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS, but the renin-angiotension system seems to play an important role",HYPERTENSION,HYPERTENSIVE CRISIS
494240893,7/2/2014 17:48:52,,1313123502,7/2/2014 17:48:21,prodege,1,18960400,GBR,H9,London,109.154.7.94,[ASSOCIATED_WITH],[ASSOCIATED_WITH],with,dsdssd,33,66,45,85,-1,RO-disease_has_finding,901681,,"It is unknown why a patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS, but the renin-angiotension system seems to play an important role",HYPERTENSION,HYPERTENSIVE CRISIS
494240893,7/2/2014 17:53:29,,1313128390,7/2/2014 17:53:05,clixsense,1,19162475,GBR,M3,Frome,82.33.126.30,[ASSOCIATED_WITH] [SYMPTOM],"[SYMPTOM]
[ASSOCIATED_WITH]","HYPERTENSION HYPERTENSIVE CRISIS,",n/a,33,66,45,85,-1,RO-disease_has_finding,901681,,"It is unknown why a patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS, but the renin-angiotension system seems to play an important role",HYPERTENSION,HYPERTENSIVE CRISIS
494240893,7/2/2014 18:24:27,,1313156894,7/2/2014 18:23:17,neodev,1,11460728,CAN,BC,Burnaby,70.79.16.165,[ASSOCIATED_WITH] [MANIFESTATION],"[MANIFESTATION]
[ASSOCIATED_WITH]","unknown HYPERTENSION suddenly develops HYPERTENSIVE CRISIS,",associated; manifestation,33,66,45,85,-1,RO-disease_has_finding,901681,,"It is unknown why a patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS, but the renin-angiotension system seems to play an important role",HYPERTENSION,HYPERTENSIVE CRISIS
494240893,7/2/2014 19:15:43,,1313205979,7/2/2014 19:15:23,prizezombie,1,19082757,USA,AL,Birmingham,138.26.152.5,[CAUSES],[CAUSES],suddenly develops,NA,33,66,45,85,-1,RO-disease_has_finding,901681,,"It is unknown why a patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS, but the renin-angiotension system seems to play an important role",HYPERTENSION,HYPERTENSIVE CRISIS
494240893,7/2/2014 20:02:53,,1313310241,7/2/2014 20:02:02,fepcrowdflower,1,17940235,GBR,X5,Cardiff,176.252.22.6,[CAUSES],[CAUSES],suddenly develops,N/A,33,66,45,85,-1,RO-disease_has_finding,901681,,"It is unknown why a patient with HYPERTENSION suddenly develops a HYPERTENSIVE CRISIS, but the renin-angiotension system seems to play an important role",HYPERTENSION,HYPERTENSIVE CRISIS
494240894,6/27/2014 15:24:18,,1306169087,6/27/2014 15:23:49,tremorgames,1,24449707,CAN,QC,Laval,96.21.249.72,[ASSOCIATED_WITH],[ASSOCIATED_WITH],METASTATIC LESIONS (nodes and SKIN METASTASES,N/A,96,126,114,141,-1,RO-disease_has_finding,901715,,"In 20 patients with past history of melanoma, PO2 was evaluated in normal tissues and suspected METASTATIC LESIONS (nodes and SKIN METASTASES",METASTATIC LESIONS,SKIN METASTASES
494240894,6/27/2014 19:34:26,,1306362617,6/27/2014 19:33:38,prodege,1,8446489,GBR,G5,Tunbridge Wells,2.101.167.235,[PART_OF],[PART_OF],METASTATIC LESIONS SKIN METASTASES,N/A,96,126,114,141,-1,RO-disease_has_finding,901715,,"In 20 patients with past history of melanoma, PO2 was evaluated in normal tissues and suspected METASTATIC LESIONS (nodes and SKIN METASTASES",METASTATIC LESIONS,SKIN METASTASES
494240894,6/27/2014 20:29:45,,1306386656,6/27/2014 20:29:33,bitcoinget,1,27786287,USA,FL,Jacksonville,76.106.186.209,[PREVENTS],[PREVENTS],"melanoma,",because,96,126,114,141,-1,RO-disease_has_finding,901715,,"In 20 patients with past history of melanoma, PO2 was evaluated in normal tissues and suspected METASTATIC LESIONS (nodes and SKIN METASTASES",METASTATIC LESIONS,SKIN METASTASES
494240894,6/28/2014 04:34:46,,1306834391,6/28/2014 04:34:21,superrewards,1,23067591,USA,VA,Earlysville,71.48.142.94,[IS_A],[IS_A],METASTATIC LESIONS (nodes and SKIN METASTASES,Na,96,126,114,141,-1,RO-disease_has_finding,901715,,"In 20 patients with past history of melanoma, PO2 was evaluated in normal tissues and suspected METASTATIC LESIONS (nodes and SKIN METASTASES",METASTATIC LESIONS,SKIN METASTASES
494240894,6/28/2014 17:17:53,,1307116359,6/28/2014 17:17:26,clixsense,1,6338026,USA,IL,Round Lake,24.12.122.13,[ASSOCIATED_WITH],[ASSOCIATED_WITH],and,n/a,96,126,114,141,-1,RO-disease_has_finding,901715,,"In 20 patients with past history of melanoma, PO2 was evaluated in normal tissues and suspected METASTATIC LESIONS (nodes and SKIN METASTASES",METASTATIC LESIONS,SKIN METASTASES
494240894,6/29/2014 18:59:39,,1309464889,6/29/2014 18:59:11,prodege,1,15228858,GBR,,,87.115.166.125,[IS_A],[IS_A],METASTATIC LESIONS (nodes and SKIN METASTASES,N/A,96,126,114,141,-1,RO-disease_has_finding,901715,,"In 20 patients with past history of melanoma, PO2 was evaluated in normal tissues and suspected METASTATIC LESIONS (nodes and SKIN METASTASES",METASTATIC LESIONS,SKIN METASTASES
